date,symbol,open,high,low,close
2006-11-03,GBPUSD,1.8957,1.9136,1.8953,1.9007
2006-11-10,GBPUSD,1.9018,1.9178,1.8948,1.9107
2006-11-17,GBPUSD,1.9106,1.9152,1.8836,1.8951
2006-11-24,GBPUSD,1.895,1.9349,1.8931,1.932
2006-12-01,GBPUSD,1.9388,1.9847,1.9307,1.9808
2006-12-08,GBPUSD,1.9766,1.9837,1.9513,1.9546
2006-12-15,GBPUSD,1.9518,1.9727,1.9466,1.9519
2006-12-22,GBPUSD,1.9526,1.9748,1.9433,1.958
2006-12-29,GBPUSD,1.958,1.9756,1.9515,1.9586
2007-01-05,GBPUSD,1.9587,1.9751,1.9264,1.9291
2007-01-12,GBPUSD,1.9307,1.9606,1.9259,1.9589
2007-01-19,GBPUSD,1.9639,1.9778,1.9591,1.9737
2007-01-26,GBPUSD,1.9738,1.9914,1.9559,1.9588
2007-02-02,GBPUSD,1.9595,1.9746,1.9481,1.966
2007-02-09,GBPUSD,1.9656,1.9733,1.9456,1.949
2007-02-16,GBPUSD,1.9481,1.9677,1.9402,1.9499
2007-02-23,GBPUSD,1.9522,1.9651,1.9433,1.9632
2007-03-02,GBPUSD,1.9628,1.9672,1.9412,1.9434
2007-03-09,GBPUSD,1.9436,1.9447,1.9184,1.9319
2007-03-16,GBPUSD,1.9342,1.9503,1.9212,1.9423
2007-03-23,GBPUSD,1.9415,1.9726,1.9384,1.9615
2007-03-30,GBPUSD,1.9612,1.9721,1.9546,1.9677
2007-04-06,GBPUSD,1.969,1.9821,1.9636,1.9653
2007-04-13,GBPUSD,1.9654,1.9886,1.9591,1.9861
2007-04-20,GBPUSD,1.9861,2.013,1.9854,2.0021
2007-04-27,GBPUSD,2.0042,2.0061,1.9866,1.9973
2007-05-04,GBPUSD,1.9957,2.0072,1.9844,1.9921
2007-05-11,GBPUSD,1.9941,1.9996,1.9761,1.9812
2007-05-18,GBPUSD,1.9817,1.9872,1.97,1.9747
2007-05-25,GBPUSD,1.9751,1.9893,1.9677,1.9835
2007-06-01,GBPUSD,1.9842,1.9898,1.9733,1.9822
2007-06-08,GBPUSD,1.9821,1.9967,1.9623,1.9699
2007-06-15,GBPUSD,1.9695,1.9783,1.965,1.9759
2007-06-22,GBPUSD,1.9757,1.9996,1.9757,1.9993
2007-06-29,GBPUSD,1.999,2.0086,1.9929,2.0086
2007-07-06,GBPUSD,2.0084,2.0204,2.0057,2.0107
2007-07-13,GBPUSD,2.011,2.0365,2.0096,2.0342
2007-07-20,GBPUSD,2.034,2.0586,2.0324,2.056
2007-07-27,GBPUSD,2.0555,2.0652,2.023,2.024
2007-08-03,GBPUSD,2.0231,2.0459,2.0199,2.0406
2007-08-10,GBPUSD,2.0414,2.0461,2.0155,2.0232
2007-08-17,GBPUSD,2.0225,2.0256,1.9653,1.981
2007-08-24,GBPUSD,1.9808,2.0131,1.9742,2.0129
2007-08-31,GBPUSD,2.0177,2.0231,1.9962,2.017
2007-09-07,GBPUSD,2.0167,2.0322,2.0042,2.0285
2007-09-14,GBPUSD,2.0282,2.0363,2.0055,2.0073
2007-09-21,GBPUSD,2.0066,2.0211,1.988,2.0201
2007-09-28,GBPUSD,2.0205,2.0488,2.0085,2.0471
2007-10-05,GBPUSD,2.0462,2.0492,2.0277,2.0419
2007-10-12,GBPUSD,2.0415,2.0473,2.0245,2.0362
2007-10-19,GBPUSD,2.0355,2.0523,2.0287,2.0515
2007-10-26,GBPUSD,2.0509,2.0572,2.0258,2.0521
2007-11-02,GBPUSD,2.053,2.0896,2.0529,2.0892
2007-11-09,GBPUSD,2.0891,2.1159,2.0782,2.0899
2007-11-16,GBPUSD,2.086,2.0868,2.0354,2.0545
2007-11-23,GBPUSD,2.0541,2.0764,2.0451,2.0622
2007-11-30,GBPUSD,2.0602,2.0832,2.0534,2.0569
2007-12-07,GBPUSD,2.0546,2.0678,2.0183,2.0304
2007-12-14,GBPUSD,2.0302,2.0564,2.0145,2.0176
2007-12-21,GBPUSD,2.0145,2.0228,1.9808,1.9833
2007-12-28,GBPUSD,1.9838,2.0021,1.9696,1.9923
2008-01-04,GBPUSD,1.9947,2.0101,1.9672,1.9725
2008-01-11,GBPUSD,1.9738,1.9826,1.9482,1.9564
2008-01-18,GBPUSD,1.9578,1.9778,1.9518,1.9551
2008-01-25,GBPUSD,1.957,1.9849,1.9336,1.9812
2008-02-01,GBPUSD,1.9798,1.9958,1.9653,1.9676
2008-02-08,GBPUSD,1.9655,1.9786,1.9388,1.9455
2008-02-15,GBPUSD,1.9455,1.9737,1.9403,1.9604
2008-02-22,GBPUSD,1.9571,1.9706,1.9358,1.9685
2008-02-29,GBPUSD,1.9692,1.997,1.9613,1.9877
2008-03-07,GBPUSD,1.9889,2.021,1.972,2.0144
2008-03-14,GBPUSD,2.0166,2.0392,1.9995,2.0215
2008-03-21,GBPUSD,2.0169,2.0273,1.9737,1.9817
2008-03-28,GBPUSD,1.9816,2.0191,1.9759,1.994
2008-04-04,GBPUSD,1.9947,2.0046,1.973,1.9931
2008-04-11,GBPUSD,1.9935,1.994,1.9649,1.9699
2008-04-18,GBPUSD,1.9683,1.9996,1.96,1.9978
2008-04-25,GBPUSD,1.9982,2.0024,1.9677,1.9859
2008-05-02,GBPUSD,1.9847,1.9964,1.9624,1.9716
2008-05-09,GBPUSD,1.9723,1.9783,1.9457,1.9541
2008-05-16,GBPUSD,1.9523,1.9631,1.9365,1.957
2008-05-23,GBPUSD,1.9567,1.9849,1.9454,1.9797
2008-05-30,GBPUSD,1.9808,1.9845,1.9673,1.9821
2008-06-06,GBPUSD,1.9741,1.9765,1.9463,1.9708
2008-06-13,GBPUSD,1.9702,1.9799,1.941,1.9473
2008-06-20,GBPUSD,1.9471,1.9789,1.9458,1.9752
2008-06-27,GBPUSD,1.9751,1.9951,1.9584,1.9948
2008-07-04,GBPUSD,1.9944,2.0005,1.9795,1.9817
2008-07-11,GBPUSD,1.9819,1.9958,1.9648,1.9884
2008-07-18,GBPUSD,1.984,2.0146,1.9816,1.9986
2008-07-25,GBPUSD,1.9969,2.0075,1.9815,1.9914
2008-08-01,GBPUSD,1.9905,1.9967,1.9727,1.975
2008-08-08,GBPUSD,1.975,1.9758,1.9142,1.9209
2008-08-15,GBPUSD,1.9164,1.9254,1.8513,1.8658
2008-08-22,GBPUSD,1.8647,1.8794,1.8504,1.8527
2008-08-29,GBPUSD,1.8515,1.8589,1.8172,1.821
2008-09-05,GBPUSD,1.8163,1.8163,1.7538,1.7658
2008-09-12,GBPUSD,1.7658,1.7976,1.7447,1.7936
2008-09-19,GBPUSD,1.7935,1.8389,1.7735,1.8315
2008-09-26,GBPUSD,1.8314,1.8668,1.8265,1.8428
2008-10-03,GBPUSD,1.8445,1.8445,1.7552,1.7716
2008-10-10,GBPUSD,1.7715,1.772,1.6781,1.7063
2008-10-17,GBPUSD,1.7041,1.7631,1.6909,1.728
2008-10-24,GBPUSD,1.7285,1.7518,1.5267,1.5922
2008-10-31,GBPUSD,1.5923,1.6672,1.5279,1.6067
2008-11-07,GBPUSD,1.6068,1.6399,1.5537,1.5641
2008-11-14,GBPUSD,1.5642,1.5883,1.4558,1.4738
2008-11-21,GBPUSD,1.4988,1.5249,1.4703,1.4915
2008-11-28,GBPUSD,1.5181,1.5512,1.5165,1.5364
2008-12-05,GBPUSD,1.5359,1.5398,1.4468,1.4669
2008-12-12,GBPUSD,1.4683,1.5118,1.4679,1.4944
2008-12-19,GBPUSD,1.4942,1.5723,1.4813,1.4932
2008-12-26,GBPUSD,1.4927,1.5193,1.458,1.4601
2009-01-02,GBPUSD,1.4572,1.4827,1.4351,1.4548
2009-01-09,GBPUSD,1.4546,1.5374,1.4428,1.516
2009-01-16,GBPUSD,1.516,1.5181,1.447,1.473
2009-01-23,GBPUSD,1.4731,1.4908,1.3504,1.3793
2009-01-30,GBPUSD,1.3794,1.4544,1.3549,1.454
2009-02-06,GBPUSD,1.4536,1.4844,1.4052,1.4783
2009-02-13,GBPUSD,1.4784,1.4986,1.4137,1.4352
2009-02-20,GBPUSD,1.4348,1.4484,1.4093,1.4422
2009-02-27,GBPUSD,1.4436,1.4663,1.4112,1.4316
2009-03-06,GBPUSD,1.4311,1.4314,1.3957,1.409
2009-03-13,GBPUSD,1.4091,1.4182,1.3656,1.4009
2009-03-20,GBPUSD,1.4003,1.4596,1.3844,1.4461
2009-03-27,GBPUSD,1.4466,1.4775,1.4268,1.4317
2009-04-03,GBPUSD,1.4317,1.4847,1.4112,1.4841
2009-04-10,GBPUSD,1.4836,1.4959,1.4582,1.467
2009-04-17,GBPUSD,1.467,1.5068,1.4606,1.4794
2009-04-24,GBPUSD,1.4794,1.4816,1.4398,1.4676
2009-05-01,GBPUSD,1.4677,1.4948,1.4515,1.4919
2009-05-08,GBPUSD,1.4899,1.5253,1.4836,1.5226
2009-05-15,GBPUSD,1.5257,1.5352,1.5059,1.5176
2009-05-22,GBPUSD,1.5165,1.5945,1.5117,1.5908
2009-05-29,GBPUSD,1.5928,1.6199,1.5779,1.6185
2009-06-05,GBPUSD,1.6182,1.6663,1.5942,1.5973
2009-06-12,GBPUSD,1.5977,1.6621,1.5802,1.6448
2009-06-19,GBPUSD,1.6442,1.6562,1.6188,1.6492
2009-06-26,GBPUSD,1.6504,1.6603,1.6209,1.6516
2009-07-03,GBPUSD,1.652,1.6744,1.6303,1.6337
2009-07-10,GBPUSD,1.6337,1.638,1.5984,1.6213
2009-07-17,GBPUSD,1.6198,1.6479,1.6033,1.6332
2009-07-24,GBPUSD,1.6328,1.6586,1.6311,1.6426
2009-07-31,GBPUSD,1.6428,1.6732,1.634,1.6707
2009-08-07,GBPUSD,1.6718,1.7043,1.6652,1.6681
2009-08-14,GBPUSD,1.668,1.6718,1.6391,1.6538
2009-08-21,GBPUSD,1.6538,1.6624,1.6276,1.6494
2009-08-28,GBPUSD,1.6505,1.6545,1.6154,1.6266
2009-09-04,GBPUSD,1.6267,1.6413,1.6114,1.6387
2009-09-11,GBPUSD,1.6391,1.6741,1.6322,1.6658
2009-09-18,GBPUSD,1.6661,1.6695,1.6231,1.627
2009-09-25,GBPUSD,1.627,1.6467,1.5916,1.5951
2009-10-02,GBPUSD,1.5952,1.6126,1.577,1.5941
2009-10-09,GBPUSD,1.5938,1.612,1.5826,1.5842
2009-10-16,GBPUSD,1.5834,1.6398,1.5707,1.6354
2009-10-23,GBPUSD,1.6354,1.6693,1.6241,1.6302
2009-10-30,GBPUSD,1.6305,1.6603,1.6252,1.6445
2009-11-06,GBPUSD,1.644,1.6636,1.6262,1.6609
2009-11-13,GBPUSD,1.6612,1.6843,1.6516,1.6681
2009-11-20,GBPUSD,1.6686,1.6876,1.646,1.6495
2009-11-27,GBPUSD,1.6505,1.6746,1.6272,1.6485
2009-12-04,GBPUSD,1.65,1.6722,1.638,1.647
2009-12-11,GBPUSD,1.6469,1.6516,1.6168,1.6257
2009-12-18,GBPUSD,1.6256,1.6411,1.6052,1.6159
2009-12-25,GBPUSD,1.6154,1.6164,1.5922,1.5963
2010-01-01,GBPUSD,1.5962,1.6236,1.5833,1.6168
2010-01-08,GBPUSD,1.6168,1.6241,1.5897,1.6023
2010-01-15,GBPUSD,1.6022,1.6355,1.6021,1.6261
2010-01-22,GBPUSD,1.6261,1.6458,1.6078,1.6109
2010-01-29,GBPUSD,1.611,1.6276,1.5979,1.5979
2010-02-05,GBPUSD,1.5983,1.6069,1.5559,1.5638
2010-02-12,GBPUSD,1.5651,1.5765,1.5535,1.5701
2010-02-19,GBPUSD,1.57,1.5821,1.5348,1.5472
2010-02-26,GBPUSD,1.547,1.5575,1.5152,1.5232
2010-03-05,GBPUSD,1.523,1.5247,1.4784,1.5133
2010-03-12,GBPUSD,1.5138,1.5217,1.4873,1.5203
2010-03-19,GBPUSD,1.5208,1.5381,1.4977,1.5013
2010-03-26,GBPUSD,1.5016,1.5113,1.4798,1.49
2010-04-02,GBPUSD,1.49,1.5298,1.4893,1.5199
2010-04-09,GBPUSD,1.5269,1.5391,1.5125,1.5366
2010-04-16,GBPUSD,1.5444,1.5524,1.5332,1.536
2010-04-23,GBPUSD,1.5284,1.5473,1.5189,1.5376
2010-04-30,GBPUSD,1.5384,1.5497,1.5122,1.5272
2010-05-07,GBPUSD,1.531,1.5314,1.4473,1.4801
2010-05-14,GBPUSD,1.4825,1.5053,1.4493,1.453
2010-05-21,GBPUSD,1.4522,1.4545,1.4227,1.4466
2010-05-28,GBPUSD,1.4517,1.4611,1.4256,1.4463
2010-06-04,GBPUSD,1.4433,1.477,1.4423,1.445
2010-06-11,GBPUSD,1.4421,1.4759,1.4343,1.455
2010-06-18,GBPUSD,1.4555,1.4885,1.4546,1.4821
2010-06-25,GBPUSD,1.4856,1.5077,1.4685,1.5061
2010-07-02,GBPUSD,1.505,1.5228,1.4869,1.5197
2010-07-09,GBPUSD,1.5194,1.5241,1.5046,1.5063
2010-07-16,GBPUSD,1.5062,1.5471,1.4944,1.5297
2010-07-23,GBPUSD,1.5285,1.5449,1.512,1.5417
2010-07-30,GBPUSD,1.5413,1.5721,1.5405,1.568
2010-08-06,GBPUSD,1.5726,1.5997,1.5691,1.594
2010-08-13,GBPUSD,1.5983,1.5995,1.5557,1.5589
2010-08-20,GBPUSD,1.559,1.5702,1.5461,1.553
2010-08-27,GBPUSD,1.5536,1.5619,1.5368,1.5526
2010-09-03,GBPUSD,1.5532,1.5576,1.5323,1.5449
2010-09-10,GBPUSD,1.5444,1.5532,1.5292,1.5348
2010-09-17,GBPUSD,1.5356,1.5728,1.5344,1.5629
2010-09-24,GBPUSD,1.5653,1.5843,1.5499,1.5821
2010-10-01,GBPUSD,1.5822,1.5923,1.5668,1.5818
2010-10-08,GBPUSD,1.5805,1.6018,1.5747,1.5963
2010-10-15,GBPUSD,1.5949,1.6106,1.5752,1.599
2010-10-22,GBPUSD,1.5981,1.6004,1.5647,1.5683
2010-10-29,GBPUSD,1.5665,1.6045,1.566,1.6037
2010-11-05,GBPUSD,1.6047,1.6299,1.5957,1.618
2010-11-12,GBPUSD,1.6189,1.6213,1.5949,1.6116
2010-11-19,GBPUSD,1.6148,1.6155,1.5837,1.5978
2010-11-26,GBPUSD,1.5978,1.6084,1.5574,1.5587
2010-12-03,GBPUSD,1.5593,1.5787,1.548,1.5774
2010-12-10,GBPUSD,1.5758,1.5862,1.5651,1.5801
2010-12-17,GBPUSD,1.5797,1.5912,1.545,1.5535
2010-12-24,GBPUSD,1.5513,1.5577,1.5351,1.5441
2010-12-31,GBPUSD,1.5441,1.5664,1.534,1.5608
2011-01-07,GBPUSD,1.5534,1.5645,1.5404,1.5544
2011-01-14,GBPUSD,1.552,1.5889,1.5471,1.5867
2011-01-21,GBPUSD,1.5861,1.6059,1.5831,1.5998
2011-01-28,GBPUSD,1.6002,1.6017,1.5746,1.5858
2011-02-04,GBPUSD,1.5845,1.6277,1.5819,1.6108
2011-02-11,GBPUSD,1.6095,1.6185,1.5958,1.6003
2011-02-18,GBPUSD,1.5985,1.6263,1.5977,1.6251
2011-02-25,GBPUSD,1.6254,1.6274,1.6026,1.6114
2011-03-04,GBPUSD,1.6108,1.6343,1.6069,1.6267
2011-03-11,GBPUSD,1.6273,1.6341,1.5973,1.6077
2011-03-18,GBPUSD,1.6088,1.6255,1.5974,1.623
2011-03-25,GBPUSD,1.6218,1.64,1.6004,1.6041
2011-04-01,GBPUSD,1.6007,1.615,1.5933,1.611
2011-04-08,GBPUSD,1.6101,1.6427,1.6088,1.638
2011-04-15,GBPUSD,1.6377,1.6426,1.6223,1.6317
2011-04-22,GBPUSD,1.6318,1.6599,1.6163,1.6501
2011-04-29,GBPUSD,1.6517,1.6745,1.6428,1.6708
2011-05-06,GBPUSD,1.6709,1.6739,1.6351,1.6368
2011-05-13,GBPUSD,1.6375,1.6517,1.6143,1.6198
2011-05-20,GBPUSD,1.6175,1.6304,1.6101,1.6232
2011-05-27,GBPUSD,1.6221,1.6514,1.6055,1.6506
2011-06-03,GBPUSD,1.648,1.6547,1.6283,1.6426
2011-06-10,GBPUSD,1.6421,1.6469,1.6216,1.6226
2011-06-17,GBPUSD,1.6234,1.6441,1.6077,1.6196
2011-06-24,GBPUSD,1.6163,1.6262,1.5934,1.5957
2011-07-01,GBPUSD,1.5963,1.6118,1.5908,1.6074
2011-07-08,GBPUSD,1.6059,1.6139,1.593,1.6052
2011-07-15,GBPUSD,1.6029,1.6192,1.578,1.6128
2011-07-22,GBPUSD,1.6122,1.6339,1.6004,1.63
2011-07-29,GBPUSD,1.6331,1.647,1.6259,1.6423
2011-08-05,GBPUSD,1.6394,1.6474,1.6222,1.6391
2011-08-12,GBPUSD,1.6453,1.6471,1.6109,1.6274
2011-08-19,GBPUSD,1.6284,1.6617,1.6255,1.6463
2011-08-26,GBPUSD,1.6479,1.6571,1.6206,1.6367
2011-09-02,GBPUSD,1.6346,1.6453,1.613,1.6218
2011-09-09,GBPUSD,1.6151,1.62,1.5842,1.588
2011-09-16,GBPUSD,1.5831,1.5885,1.5704,1.5786
2011-09-23,GBPUSD,1.5717,1.5755,1.5326,1.5463
2011-09-30,GBPUSD,1.5476,1.5715,1.543,1.5583
2011-10-07,GBPUSD,1.5582,1.5649,1.5272,1.5557
2011-10-14,GBPUSD,1.5553,1.5851,1.5525,1.5821
2011-10-21,GBPUSD,1.5821,1.5973,1.563,1.5947
2011-10-28,GBPUSD,1.5942,1.6151,1.5889,1.613
2011-11-04,GBPUSD,1.6128,1.6161,1.5874,1.6031
2011-11-11,GBPUSD,1.6067,1.6129,1.5865,1.6061
2011-11-18,GBPUSD,1.6086,1.6088,1.5689,1.5799
2011-11-25,GBPUSD,1.5786,1.5798,1.5421,1.5432
2011-12-02,GBPUSD,1.5486,1.5779,1.5457,1.5593
2011-12-09,GBPUSD,1.5623,1.5769,1.556,1.5668
2011-12-16,GBPUSD,1.565,1.5657,1.5407,1.5544
2011-12-23,GBPUSD,1.5542,1.5773,1.5463,1.5584
2011-12-30,GBPUSD,1.559,1.5698,1.536,1.5533
2012-01-06,GBPUSD,1.5497,1.5669,1.5374,1.5423
2012-01-13,GBPUSD,1.5422,1.5499,1.5234,1.5311
2012-01-20,GBPUSD,1.5278,1.5578,1.5272,1.5573
2012-01-27,GBPUSD,1.5556,1.574,1.5514,1.5725
2012-02-03,GBPUSD,1.5731,1.5882,1.5651,1.5814
2012-02-10,GBPUSD,1.5802,1.5928,1.5728,1.5751
2012-02-17,GBPUSD,1.5774,1.5862,1.5643,1.5818
2012-02-24,GBPUSD,1.5842,1.5898,1.5645,1.5875
2012-03-02,GBPUSD,1.5882,1.5981,1.5798,1.5831
2012-03-09,GBPUSD,1.5835,1.5882,1.566,1.567
2012-03-16,GBPUSD,1.5669,1.586,1.5602,1.5831
2012-03-23,GBPUSD,1.5844,1.5923,1.577,1.5868
2012-03-30,GBPUSD,1.5872,1.6036,1.5799,1.6005
2012-04-06,GBPUSD,1.6004,1.6062,1.5803,1.5869
2012-04-13,GBPUSD,1.5889,1.5984,1.5809,1.5854
2012-04-20,GBPUSD,1.5847,1.6148,1.5817,1.6119
2012-04-27,GBPUSD,1.6127,1.6279,1.6074,1.626
2012-05-04,GBPUSD,1.6273,1.63,1.6141,1.6144
2012-05-11,GBPUSD,1.615,1.6198,1.6057,1.6066
2012-05-18,GBPUSD,1.6064,1.6122,1.573,1.5816
2012-05-25,GBPUSD,1.5808,1.5847,1.5629,1.5657
2012-06-01,GBPUSD,1.5677,1.5717,1.5266,1.5361
2012-06-08,GBPUSD,1.5368,1.5599,1.5319,1.5454
2012-06-15,GBPUSD,1.5524,1.5726,1.5454,1.5703
2012-06-22,GBPUSD,1.5727,1.5777,1.5555,1.5576
2012-06-29,GBPUSD,1.5583,1.5714,1.5483,1.5706
2012-07-06,GBPUSD,1.5696,1.5722,1.5458,1.5489
2012-07-13,GBPUSD,1.5475,1.558,1.539,1.5574
2012-07-20,GBPUSD,1.5579,1.5737,1.5516,1.5619
2012-07-27,GBPUSD,1.5606,1.5768,1.5457,1.5743
2012-08-03,GBPUSD,1.573,1.574,1.5488,1.5642
2012-08-10,GBPUSD,1.5635,1.5701,1.5545,1.5683
2012-08-17,GBPUSD,1.5675,1.5744,1.5634,1.5697
2012-08-24,GBPUSD,1.5695,1.5912,1.5676,1.58
2012-08-31,GBPUSD,1.5814,1.5895,1.5752,1.5863
2012-09-07,GBPUSD,1.5879,1.6034,1.5824,1.6024
2012-09-14,GBPUSD,1.6012,1.6255,1.5958,1.6211
2012-09-21,GBPUSD,1.6228,1.6309,1.6161,1.6219
2012-09-28,GBPUSD,1.6242,1.6272,1.6112,1.616
2012-10-05,GBPUSD,1.6124,1.6216,1.6065,1.613
2012-10-12,GBPUSD,1.6134,1.6139,1.5973,1.607
2012-10-19,GBPUSD,1.6078,1.6178,1.5996,1.5996
2012-10-26,GBPUSD,1.6007,1.6143,1.5912,1.6091
2012-11-02,GBPUSD,1.6093,1.6175,1.6004,1.6031
2012-11-09,GBPUSD,1.6008,1.6042,1.5886,1.5892
2012-11-16,GBPUSD,1.5901,1.5916,1.5826,1.5881
2012-11-23,GBPUSD,1.5885,1.6051,1.5879,1.6031
2012-11-30,GBPUSD,1.6031,1.6062,1.5961,1.6008
2012-12-07,GBPUSD,1.6015,1.6131,1.6001,1.6037
2012-12-14,GBPUSD,1.6035,1.6178,1.6012,1.6168
2012-12-21,GBPUSD,1.6164,1.6306,1.6149,1.6169
2012-12-28,GBPUSD,1.6148,1.6206,1.5899,1.6167
2013-01-04,GBPUSD,1.6171,1.638,1.6008,1.6066
2013-01-11,GBPUSD,1.6073,1.6177,1.599,1.6128
2013-01-18,GBPUSD,1.6131,1.6154,1.5853,1.5859
2013-01-25,GBPUSD,1.5847,1.5893,1.5745,1.5794
2013-02-01,GBPUSD,1.5758,1.5878,1.5673,1.5697
2013-02-08,GBPUSD,1.5691,1.5844,1.5629,1.5792
2013-02-15,GBPUSD,1.5799,1.581,1.546,1.5514
2013-02-22,GBPUSD,1.5503,1.5508,1.5131,1.5163
2013-03-01,GBPUSD,1.5075,1.5222,1.4984,1.5038
2013-03-08,GBPUSD,1.504,1.5199,1.4884,1.4915
2013-03-15,GBPUSD,1.4916,1.5177,1.483,1.5114
2013-03-22,GBPUSD,1.5084,1.5246,1.5024,1.5229
2013-03-29,GBPUSD,1.523,1.526,1.5092,1.5211
2013-04-05,GBPUSD,1.5196,1.5363,1.5031,1.5335
2013-04-12,GBPUSD,1.5329,1.5411,1.5238,1.5338
2013-04-19,GBPUSD,1.5336,1.5383,1.5214,1.5229
2013-04-26,GBPUSD,1.5217,1.5498,1.5195,1.545
2013-05-03,GBPUSD,1.5481,1.5606,1.5467,1.5568
2013-05-10,GBPUSD,1.5566,1.5598,1.5312,1.5361
2013-05-17,GBPUSD,1.5355,1.5384,1.5156,1.5168
2013-05-24,GBPUSD,1.5188,1.528,1.5012,1.5126
2013-05-31,GBPUSD,1.5128,1.5239,1.5006,1.5196
