date,symbol,eps,revenue_ttm,accumulateddepreciationamortizationppe,beta,book_value,capitalexpenditures,capitalleaseobligations,cashandcashequivalentsatcarryingvalue,cashandshortterminvestments,cashflowfromfinancing,cashflowfrominvestment,changeincashandcashequivalents,changeinexchangerate,changeininventory,changeinoperatingassets,changeinoperatingliabilities,changeinreceivables,commonstock,commonstocksharesoutstanding,comprehensiveincomenetoftax,costofgoodsandservicessold,costofrevenue,currentaccountspayable,currentdebt,currentlongtermdebt,currentnetreceivables,deferredrevenue,depreciation,depreciationandamortization,depreciationdepletionandamortization,dividendpayout,dividendpayoutcommonstock,dividendpayoutpreferredstock,earnings_growth_yoy,earnings_surprise,ebit,ebitda,estimated_eps,fiscaldateending,forward_pe,goodwill,gross_profit_ttm,grossprofit,incomebeforetax,incometaxexpense,intangibleassets,intangibleassetsexcludinggoodwill,interestanddebtexpense,interestexpense,interestincome,inventory,investmentincomenet,investments,longtermdebt,longtermdebtnoncurrent,longterminvestments,netincome,netincomefromcontinuingoperations,netinterestincome,noninterestincome,operating_margin_ttm,operatingcashflow,operatingexpenses,operatingincome,othercurrentassets,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,othernonoperatingincome,paymentsforoperatingactivities,paymentsforrepurchaseofcommonstock,paymentsforrepurchaseofequity,paymentsforrepurchaseofpreferredstock,price_to_book,price_to_sales_ttm,proceedsfromissuanceofcommonstock,proceedsfromissuanceoflongtermdebtandcapitalsecuritiesnet,proceedsfromissuanceofpreferredstock,proceedsfromoperatingactivities,proceedsfromrepaymentsofshorttermdebt,proceedsfromrepurchaseofequity,proceedsfromsaleoftreasurystock,profit_margin,profitloss,propertyplantequipment,report_date,report_type,reported_eps,reportedcurrency,reporttime,researchanddevelopment,retainedearnings,return_on_assets_ttm,return_on_equity_ttm,revenue_growth_yoy,revenue_per_share_ttm,sellinggeneralandadministrative,shortlongtermdebttotal,shorttermdebt,shortterminvestments,sma_200,sma_50,surprise_pct,totalassets,totalcurrentassets,totalcurrentliabilities,totalliabilities,totalnoncurrentassets,totalnoncurrentliabilities,totalrevenue,totalshareholderequity,treasurystock,week_52_high,week_52_low
2023-06-30,KVYO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-09-20,,0.09,,post-market,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-30,KVYO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-11-07,,0.1,,post-market,,,,,,,,,,,,,100.0,,,,,,,,,,,
2023-12-31,KVYO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-02-27,,0.09,,post-market,,,,,,,,,,,,,12.5,,,,,,,,,,,
2024-03-31,KVYO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,,,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-05-08,,0.13,,post-market,,,,,,,,,,,,,18.1818,,,,,,,,,,,
2024-06-30,KVYO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-08-07,,0.15,,post-market,,,,,,,,,,,,,50.0,,,,,,,,,,,
2024-09-30,KVYO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,,,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-11-06,,0.15,,pre-market,,,,,,,,,,,,,66.6667,,,,,,,,,,,
2024-12-31,KVYO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.05,,,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-02-19,,0.07,,pre-market,,,,,,,,,,,,,-41.6667,,,,,,,,,,,
2025-03-31,KVYO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.19,,,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-05-06,,-0.05,,pre-market,,,,,,,,,,,,,-135.7143,,,,,,,,,,,
2025-06-30,KVYO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.22,,,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-08-05,,-0.09,,pre-market,,,,,,,,,,,,,-169.2308,,,,,,,,,,,
2025-09-30,KVYO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,,,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-11-05,,0.18,,pre-market,,,,,,,,,,,,,63.6364,,,,,,,,,,,
2025-12-28,KVYO,-0.24,1153988000.0,,1.188,3.783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.07,,,0.11,,40.16,,867171000.0,,,,,,,,,,,,,,,,,,,-0.0214,,,,,,,,,,,,,8.56,8.53,,,,,,,,-0.057,,,2025-11-05,,0.18,,pre-market,,,-0.0453,-0.061,0.322,4.08,,,,,30.77,28.16,63.6364,,,,,,,,,,49.55,23.44
2025-12-28,KVYO,-0.24,1153988000.0,,1.188,3.783,,,,,,,,,,,,,,,None,76143000,76143000,,,,,,None,4400000,,,,,0.0,0.07,-614000,3786000,0.11,2025-09-30,40.16,,867171000.0,234737000,-614000,-188000,,,None,None,10311000,,None,,,,,-426000,-426000,10311000,None,-0.0214,,245573000,-10836000,,,,,None,,,,,8.56,8.53,,,,,,,,-0.057,,,2025-11-05,quarterly,0.18,USD,pre-market,72668000,,-0.0453,-0.061,0.322,4.08,45254000,,,,30.77,28.16,63.6364,,,,,,,310880000,,,49.55,23.44
2025-12-28,KVYO,-0.24,1153988000.0,,1.188,3.783,,,,,,,,,,,,,,,None,71236000,71236000,,,,,,None,3931000,,,,,0.0,0.07,-31326000,-27395000,0.11,2025-06-30,40.16,,867171000.0,221881000,-22481000,1800000,,,None,None,9743000,,None,,,,,-24281000,-24281000,9743000,None,-0.0214,,253207000,-31326000,,,,,None,,,,,8.56,8.53,,,,,,,,-0.057,,,2025-11-05,quarterly,0.18,USD,pre-market,72459000,,-0.0453,-0.061,0.322,4.08,54116000,,,,30.77,28.16,63.6364,,,,,,,293117000,,,49.55,23.44
2025-12-28,KVYO,-0.24,1153988000.0,,1.188,3.783,,,,,,,,,,,,,,,None,67700000,67700000,,,,,,None,4781000,,,,,0.0,0.07,-23750000,-18969000,0.11,2025-03-31,40.16,,867171000.0,212127000,-15155000,-1066000,,,None,None,9259000,,None,,,,,-14089000,-14089000,9259000,None,-0.0214,,235877000,-23750000,,,,,None,,,,,8.56,8.53,,,,,,,,-0.057,,,2025-11-05,quarterly,0.18,USD,pre-market,69349000,,-0.0453,-0.061,0.322,4.08,43001000,,,,30.77,28.16,63.6364,,,,,,,279827000,,,49.55,23.44
2025-12-28,KVYO,-0.24,1153988000.0,,1.188,3.783,,,,,,,,,,,,,,,None,71738000,71738000,,,,,,None,4946000,,,,,0.0,0.07,-34654000,-29708000,0.11,2024-12-31,40.16,,867171000.0,198426000,-24575000,2398000,,,None,None,9553000,,None,,,,,-26973000,-26973000,9553000,None,-0.0214,,233080000,-34654000,,,,,None,,,,,8.56,8.53,,,,,,,,-0.057,,,2025-11-05,quarterly,0.18,USD,pre-market,70858000,,-0.0453,-0.061,0.322,4.08,44390000,,,,30.77,28.16,63.6364,,,,,,,270164000,,,49.55,23.44
2025-12-28,KVYO,-0.24,1153988000.0,,1.188,3.783,,,,,,,,,,,,,,,None,54357000,54357000,,,,,,None,4562000,,,,,0.0,0.07,-13278000,-8716000,0.11,2024-09-30,40.16,,867171000.0,180737000,-2545000,-1200000,,,None,None,10504000,,None,,,,,-1345000,-1345000,10504000,None,-0.0214,,194015000,-13278000,,,,,None,,,,,8.56,8.53,,,,,,,,-0.057,,,2025-11-05,quarterly,0.18,USD,pre-market,55769000,,-0.0453,-0.061,0.322,4.08,38228000,,,,30.77,28.16,63.6364,,,,,,,235094000,,,49.55,23.44
2025-12-28,KVYO,-0.24,1153988000.0,,1.188,3.783,,,,,,,,,,,,,,,None,50271000,50271000,,,,,,None,4235000,,,,,0.0,0.07,-14053000,-9818000,0.11,2024-06-30,40.16,,867171000.0,171942000,-4081000,861000,,,None,None,9979000,,None,,,,,-4942000,-4942000,9979000,None,-0.0214,,185995000,-14053000,,,,,None,,,,,8.56,8.53,,,,,,,,-0.057,,,2025-11-05,quarterly,0.18,USD,pre-market,55735000,,-0.0453,-0.061,0.322,4.08,35759000,,,,30.77,28.16,63.6364,,,,,,,222213000,,,49.55,23.44
2025-12-28,KVYO,-0.24,1153988000.0,,1.188,3.783,,,,,,,,,,,,,,,None,44938000,44938000,,,,,,None,3974000,,,,,0.0,0.07,-22092000,-18118000,0.11,2024-03-31,40.16,,867171000.0,165055000,-12478000,404000,,,None,None,9546000,,None,,,,,-12882000,-12882000,9546000,None,-0.0214,,187147000,-22092000,,,,,None,,,,,8.56,8.53,,,,,,,,-0.057,,,2025-11-05,quarterly,0.18,USD,pre-market,56097000,,-0.0453,-0.061,0.322,4.08,39192000,,,,30.77,28.16,63.6364,,,,,,,209993000,,,49.55,23.44
2025-12-28,KVYO,-0.24,1153988000.0,,1.188,3.783,,,,,,,,,,,,,,,None,45013000,45013000,,,,,,None,3828000,,,,,0.0,0.07,-12749000,-8921000,0.11,2023-12-31,40.16,,867171000.0,156605000,-26889000,-594000,,,None,None,9567000,,None,,,,,-26295000,-26295000,9567000,None,-0.0214,,192935000,-36330000,,,,,None,,,,,8.56,8.53,,,,,,,,-0.057,,,2025-11-05,quarterly,0.18,USD,pre-market,52635000,,-0.0453,-0.061,0.322,4.08,37776000,,,,30.77,28.16,63.6364,,,,,,,201618000,,,49.55,23.44
2025-12-28,KVYO,-0.24,1153988000.0,,1.188,3.783,,,,,,,,,,,,,,,None,58825000,58825000,,,,,,None,3356000,,,,,0.0,0.07,-302203000,-298847000,0.11,2023-09-30,40.16,,867171000.0,116982000,-296285000,819000,,,None,None,6183000,,None,,,,,-297104000,-297104000,6183000,None,-0.0214,,419185000,-302203000,,,,,None,,,,,8.56,8.53,,,,,,,,-0.057,,,2025-11-05,quarterly,0.18,USD,pre-market,141455000,,-0.0453,-0.061,0.322,4.08,109853000,,,,30.77,28.16,63.6364,,,,,,,175807000,,,49.55,23.44
2025-12-28,KVYO,-0.24,1153988000.0,,1.188,3.783,,,,,,,,,,,,,,,None,37476000,37476000,,,,,,None,3166000,,,,,0.0,0.07,7032000,10198000,0.11,2023-06-30,40.16,,867171000.0,127110000,11463000,576000,,,None,None,4485000,,None,,,,,10887000,10887000,4485000,None,-0.0214,,120078000,7032000,,,,,None,,,,,8.56,8.53,,,,,,,,-0.057,,,2025-11-05,quarterly,0.18,USD,pre-market,33055000,,-0.0453,-0.061,0.322,4.08,23666000,,,,30.77,28.16,63.6364,,,,,,,164586000,,,49.55,23.44
2025-12-28,KVYO,-0.24,1153988000.0,,1.188,3.783,,,,,,,,,,,,,,,None,36574000,36574000,,,,,,None,3301000,,,,,0.0,0.07,878000,4179000,0.11,2023-03-31,40.16,,867171000.0,119514000,4669000,391000,,,None,None,3816000,,None,,,,,4278000,4278000,3816000,None,-0.0214,,118636000,878000,,,,,None,,,,,8.56,8.53,,,,,,,,-0.057,,,2025-11-05,quarterly,0.18,USD,pre-market,35032000,,-0.0453,-0.061,0.322,4.08,22991000,,,,30.77,28.16,63.6364,,,,,,,156088000,,,49.55,23.44
2025-12-28,KVYO,-0.24,1153988000.0,,1.188,3.783,,,,,,,,,,,,,,,None,37331000,37331000,,,,,,None,2824000,,,,,0.0,0.07,1849000,4673000,0.11,2022-12-31,40.16,,867171000.0,107904000,-817000,-62000,,,None,None,3575000,,None,,,,,-755000,-755000,3575000,None,-0.0214,,111981000,-4077000,,,,,None,,,,,8.56,8.53,,,,,,,,-0.057,,,2025-11-05,quarterly,0.18,USD,pre-market,28712000,,-0.0453,-0.061,0.322,4.08,22822000,,,,30.77,28.16,63.6364,,,,,,,145235000,,,49.55,23.44
2025-12-28,KVYO,-0.24,1153988000.0,,1.188,3.783,,,,,,,,,,,,,,,None,32619000,32619000,,,,,,None,2104000,,,,,0.0,0.07,-25663000,-23559000,0.11,2022-09-30,40.16,,867171000.0,86549000,-23597000,276000,,,None,None,1537000,,None,,,,,-23873000,-23873000,1537000,None,-0.0214,,112212000,-25663000,,,,,None,,,,,8.56,8.53,,,,,,,,-0.057,,,2025-11-05,quarterly,0.18,USD,pre-market,30090000,,-0.0453,-0.061,0.322,4.08,20640000,,,,30.77,28.16,63.6364,,,,,,,119168000,,,49.55,23.44
2025-12-28,KVYO,-0.24,1153988000.0,,1.188,3.783,,,,,,,,,,,,,,,None,30932000,30932000,,,,,,None,1915500,,,,,0.0,0.07,-12317000,-10401500,0.11,2022-06-30,40.16,,867171000.0,78091000,-11954000,-263000,,,None,None,None,,None,,,,,-11691000,None,None,None,-0.0214,,90330000,-12317000,,,,,None,,,,,8.56,8.53,,,,,,,,-0.057,,,2025-11-05,quarterly,0.18,USD,pre-market,24048000,,-0.0453,-0.061,0.322,4.08,18306000,,,,30.77,28.16,63.6364,,,,,,,109023000,,,49.55,23.44
2025-12-28,KVYO,-0.24,1153988000.0,,1.188,3.783,,,,,,,,,,,,,,,None,29037500,29037500,,,,,,None,1915500,,,,,0.0,0.07,-12648000,-10732500,0.11,2022-03-31,40.16,,867171000.0,75135000,-12348000,-65500,,,None,None,None,,None,,,,,-12282500,None,None,None,-0.0214,,87696000,-12648000,,,,,None,,,,,8.56,8.53,,,,,,,,-0.057,,,2025-11-05,quarterly,0.18,USD,pre-market,22787500,,-0.0453,-0.061,0.322,4.08,19186000,,,,30.77,28.16,63.6364,,,,,,,104172500,,,49.55,23.44
2025-12-28,KVYO,-0.24,1153988000.0,,1.188,3.783,,,,,,,,,,,,,,,None,221305000,221305000,,,,,,None,17717000,,,,,0.0,0.07,-84078000,-66361000,0.11,2024-12-31,40.16,,867171000.0,716159000,-43680000,2462000,,,None,None,39582000,,None,,,,,-46142000,-46142000,39582000,None,-0.0214,,800237000,-84078000,,,,,None,,,,,8.56,8.53,,,,,,,,-0.057,,,2025-11-05,annual,0.18,USD,pre-market,238459000,,-0.0453,-0.061,0.322,4.08,157569000,,,,30.77,28.16,63.6364,,,,,,,937464000,,,49.55,23.44
2025-12-28,KVYO,-0.24,1153988000.0,,1.188,3.783,,,,,,,,,,,,,,,None,177888000,177888000,,,,,,None,13651000,,,,,0.0,0.07,-330622000,-316971000,0.11,2023-12-31,40.16,,867171000.0,520211000,-307041000,1192000,,,None,0,24051000,,None,,,,,-308233000,-308233000,24051000,None,-0.0214,,852441000,-330622000,,,,,None,,,,,8.56,8.53,,,,,,,,-0.057,,,2025-11-05,annual,0.18,USD,pre-market,262177000,,-0.0453,-0.061,0.322,4.08,194287000,,,,30.77,28.16,63.6364,,,,,,,698099000,,,49.55,23.44
2025-12-28,KVYO,-0.24,1153988000.0,,1.188,3.783,,,,,,,,,,,,,,,None,128025000,128025000,,,,,,None,9040000,,,,,0.0,0.07,-55036000,-45996000,0.11,2022-12-31,40.16,,867171000.0,344723000,-49110000,83000,,,None,0,5538000,,None,,,,,-49193000,-49193000,5538000,None,-0.0214,,399759000,-55036000,,,,,None,,,,,8.56,8.53,,,,,,,,-0.057,,,2025-11-05,annual,0.18,USD,pre-market,104077000,,-0.0453,-0.061,0.322,4.08,81834000,,,,30.77,28.16,63.6364,,,,,,,472748000,,,49.55,23.44
2025-12-28,KVYO,-0.24,1153988000.0,,1.188,3.783,,,,,,,,,,,,,,,None,84696000,84696000,,,,,,None,5269000,,,,,0.0,0.07,-79066000,-73797000,0.11,2021-12-31,40.16,,867171000.0,205944000,-79074000,319000,,,None,8000,139000,,None,,,,,-79393000,-79393000,131000,None,-0.0214,,285177000,-79233000,,,,,None,,,,,8.56,8.53,,,,,,,,-0.057,,,2025-11-05,annual,0.18,USD,pre-market,65599000,,-0.0453,-0.061,0.322,4.08,63236000,,,,30.77,28.16,63.6364,,,,,,,290640000,,,49.55,23.44
2025-12-28,KVYO,-0.24,1153988000.0,None,1.188,3.783,,113405000,980267000,980267000,,,,,,,,,137000,300828017,None,84696000,84696000,20515000,None,None,61244000,None,None,5269000,,,,,0.0,0.07,-79066000,-73797000,0.11,2025-09-30,40.16,None,867171000.0,205944000,-79074000,319000,None,None,None,8000,139000,None,None,None,None,None,None,-79393000,-79393000,131000,None,-0.0214,,285177000,-79233000,68498000,94546000,None,6594000,None,,,,,8.56,8.53,,,,,,,,-0.057,,None,2025-11-05,quarterly,0.18,USD,pre-market,65599000,-883981000,-0.0453,-0.061,0.322,4.08,63236000,113405000,24510000,None,30.77,28.16,63.6364,1465060000,1110009000,227497000,322986000,355051000,95489000,290640000,1142074000,None,49.55,23.44
2025-12-28,KVYO,-0.24,1153988000.0,None,1.188,3.783,,99187000,935516000,935516000,,,,,,,,,300000,284928388,None,84696000,84696000,22879000,None,None,58843000,None,None,5269000,,,,,0.0,0.07,-79066000,-73797000,0.11,2025-06-30,40.16,None,867171000.0,205944000,-79074000,319000,None,None,None,8000,139000,None,None,None,None,None,None,-79393000,-79393000,131000,None,-0.0214,,285177000,-79233000,66712000,84032000,None,6790000,None,,,,,8.56,8.53,,,,,,,,-0.057,,None,2025-11-05,quarterly,0.18,USD,pre-market,65599000,-883555000,-0.0453,-0.061,0.322,4.08,63236000,99187000,19086000,None,30.77,28.16,63.6364,1397882000,1061071000,214239000,301130000,336811000,86891000,290640000,1096752000,None,49.55,23.44
2025-12-28,KVYO,-0.24,1153988000.0,None,1.188,3.783,,102690000,888432000,888432000,,,,,,,,,276000,274198000,None,84696000,84696000,14290000,None,None,53909000,None,None,5269000,,,,,0.0,0.07,-79066000,-73797000,0.11,2025-03-31,40.16,None,867171000.0,205944000,-79074000,319000,None,None,None,8000,139000,None,None,None,None,None,None,-79393000,-79393000,131000,None,-0.0214,,285177000,-79233000,64898000,76763000,None,6440000,None,,,,,8.56,8.53,,,,,,,,-0.057,,None,2025-11-05,quarterly,0.18,USD,pre-market,65599000,-859274000,-0.0453,-0.061,0.322,4.08,63236000,102690000,18575000,None,30.77,28.16,63.6364,1347311000,1007239000,192824000,283379000,340072000,90555000,290640000,1063932000,None,49.55,23.44
2025-12-28,KVYO,-0.24,1153988000.0,None,1.188,3.783,,53438000,881473000,881473000,,,,,,,,,273000,270839000,None,84696000,84696000,14579000,None,None,43095000,None,None,5269000,,,,,0.0,0.07,-79066000,-73797000,0.11,2024-12-31,40.16,None,867171000.0,205944000,-79074000,319000,None,None,None,8000,139000,None,None,None,None,None,None,-79393000,-79393000,131000,None,-0.0214,,285177000,-79233000,55181000,91773000,None,6979000,None,,,,,8.56,8.53,,,,,,,,-0.057,,None,2025-11-05,quarterly,0.18,USD,pre-market,65599000,-845185000,-0.0453,-0.061,0.322,4.08,63236000,53438000,20989000,None,30.77,28.16,63.6364,1273308000,979749000,199893000,239321000,293559000,39428000,290640000,1033987000,None,49.55,23.44
2025-12-28,KVYO,-0.24,1153988000.0,None,1.188,3.783,,42459000,826742000,826742000,,,,,,,,,269000,267854769,None,84696000,84696000,11351000,None,None,34464000,None,None,5269000,,,,,0.0,0.07,-79066000,-73797000,0.11,2024-09-30,40.16,None,867171000.0,205944000,-79074000,319000,None,None,None,8000,139000,None,None,None,None,None,None,-79393000,-79393000,131000,None,-0.0214,,285177000,-79233000,55011000,56170000,None,6799000,None,,,,,8.56,8.53,,,,,,,,-0.057,,None,2025-11-05,quarterly,0.18,USD,pre-market,65599000,-818212000,-0.0453,-0.061,0.322,4.08,63236000,42459000,13126000,None,30.77,28.16,63.6364,1193199000,916217000,142326000,178458000,276982000,36132000,290640000,1014741000,None,49.55,23.44
2025-12-28,KVYO,-0.24,1153988000.0,None,1.188,3.783,,45078000,793555000,793555000,,,,,,,,,267000,265293213,None,84696000,84696000,9418000,None,None,29226000,None,None,5269000,,,,,0.0,0.07,-79066000,-73797000,0.11,2024-06-30,40.16,None,867171000.0,205944000,-79074000,319000,None,None,None,8000,139000,None,None,None,None,None,None,-79393000,-79393000,131000,None,-0.0214,,285177000,-79233000,49582000,47595000,None,6656000,None,,,,,8.56,8.53,,,,,,,,-0.057,,None,2025-11-05,quarterly,0.18,USD,pre-market,65599000,-816867000,-0.0453,-0.061,0.322,4.08,63236000,45078000,13009000,None,30.77,28.16,63.6364,1149838000,872363000,131613000,170338000,277475000,38725000,290640000,979500000,None,49.55,23.44
2025-12-28,KVYO,-0.24,1153988000.0,None,1.188,3.783,,48384000,755827000,755827000,,,,,,,,,264000,261332411,None,84696000,84696000,8464000,None,None,23241000,None,None,5269000,,,,,0.0,0.07,-79066000,-73797000,0.11,2024-03-31,40.16,None,867171000.0,205944000,-79074000,319000,None,None,None,8000,139000,17570000,None,None,None,None,None,-79393000,-79393000,131000,None,-0.0214,,285177000,-79233000,29804000,49647000,None,6443000,None,,,,,8.56,8.53,,,,,,,,-0.057,,None,2025-11-05,quarterly,0.18,USD,pre-market,65599000,-811925000,-0.0453,-0.061,0.322,4.08,63236000,48384000,13625000,None,30.77,28.16,63.6364,1108396000,826442000,129742000,170944000,281954000,41202000,290640000,937452000,None,49.55,23.44
2025-12-28,KVYO,-0.24,1153988000.0,None,1.188,3.783,,51579000,738562000,738562000,,,,,,,,,260000,258899188,None,84696000,84696000,13597000,None,None,23076000,None,None,5269000,,,,,0.0,0.07,-79066000,-73797000,0.11,2023-12-31,40.16,None,867171000.0,205944000,-79074000,319000,None,None,None,8000,139000,None,None,None,None,None,None,-79393000,-79393000,131000,None,-0.0214,,285177000,-79233000,41851000,48478000,None,6159000,None,,,,,8.56,8.53,,,,,,,,-0.057,,None,2025-11-05,quarterly,0.18,USD,pre-market,65599000,-799043000,-0.0453,-0.061,0.322,4.08,63236000,51579000,14081000,None,30.77,28.16,63.6364,1089050000,803489000,130616000,174273000,285561000,43657000,290640000,914777000,None,49.55,23.44
2025-12-28,KVYO,-0.24,1153988000.0,None,1.188,3.783,,54465000,723415000,723415000,,,,,,,,,259000,240125168,None,84696000,84696000,9738000,None,None,17380000,None,None,5269000,,,,,0.0,0.07,-79066000,-73797000,0.11,2023-09-30,40.16,None,867171000.0,205944000,-79074000,319000,None,None,None,8000,139000,14547000,None,None,None,None,None,-79393000,-79393000,131000,None,-0.0214,,285177000,-79233000,40557000,49362000,None,6409000,None,,,,,8.56,8.53,,,,,,,,-0.057,,81593000,2025-11-05,quarterly,0.18,USD,pre-market,65599000,-772748000,-0.0453,-0.061,0.322,4.08,63236000,54465000,14449000,None,30.77,28.16,63.6364,1071424000,781352000,119655000,166080000,290072000,46425000,290640000,905344000,None,49.55,23.44
2025-12-28,KVYO,-0.24,1153988000.0,None,1.188,3.783,,56380000,438739000,438739000,,,,,,,,,173000,268577570,None,84696000,84696000,9139000,None,None,13166000,None,None,5269000,,,,,0.0,0.07,-79066000,-73797000,0.11,2023-06-30,40.16,None,867171000.0,205944000,-79074000,319000,None,None,None,8000,139000,13539000,None,None,None,None,None,-79393000,-79393000,131000,None,-0.0214,,285177000,-79233000,39449000,42424000,None,885000,None,,,,,8.56,8.53,,,,,,,,-0.057,,83111000,2025-11-05,quarterly,0.18,USD,pre-market,65599000,-2270254000,-0.0453,-0.061,0.322,4.08,63236000,56380000,13732000,None,30.77,28.16,63.6364,690584000,491354000,103701000,1773059000,199230000,1669358000,290640000,-1082475000,None,49.55,23.44
2025-12-28,KVYO,-0.24,1153988000.0,None,1.188,3.783,,None,-385820000,-385820000,,,,,,,,,None,251855833,None,84696000,84696000,None,None,None,None,None,None,5269000,,,,,0.0,0.07,-79066000,-73797000,0.11,2023-03-31,40.16,None,867171000.0,205944000,-79074000,319000,None,None,None,8000,139000,None,None,None,None,None,None,-79393000,-79393000,131000,None,-0.0214,,285177000,-79233000,None,None,None,None,None,,,,,8.56,8.53,,,,,,,,-0.057,,None,2025-11-05,quarterly,0.18,USD,pre-market,65599000,None,-0.0453,-0.061,0.322,4.08,63236000,None,None,771640000,30.77,28.16,63.6364,None,385820000,None,None,-385820000,None,290640000,-1036183000,None,49.55,23.44
