date,symbol,eps,revenue_ttm,accumulateddepreciationamortizationppe,beta,book_value,capitalexpenditures,capitalleaseobligations,cashandcashequivalentsatcarryingvalue,cashandshortterminvestments,cashflowfromfinancing,cashflowfrominvestment,changeincashandcashequivalents,changeinexchangerate,changeininventory,changeinoperatingassets,changeinoperatingliabilities,changeinreceivables,commonstock,commonstocksharesoutstanding,comprehensiveincomenetoftax,costofgoodsandservicessold,costofrevenue,currentaccountspayable,currentdebt,currentlongtermdebt,currentnetreceivables,deferredrevenue,depreciation,depreciationandamortization,depreciationdepletionandamortization,dividendpayout,dividendpayoutcommonstock,dividendpayoutpreferredstock,earnings_growth_yoy,earnings_surprise,ebit,ebitda,estimated_eps,fiscaldateending,goodwill,gross_profit_ttm,grossprofit,incomebeforetax,incometaxexpense,intangibleassets,intangibleassetsexcludinggoodwill,interestanddebtexpense,interestexpense,interestincome,inventory,investmentincomenet,investments,longtermdebt,longtermdebtnoncurrent,longterminvestments,netincome,netincomefromcontinuingoperations,netinterestincome,noninterestincome,operating_margin_ttm,operatingcashflow,operatingexpenses,operatingincome,othercurrentassets,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,othernonoperatingincome,paymentsforoperatingactivities,paymentsforrepurchaseofcommonstock,paymentsforrepurchaseofequity,paymentsforrepurchaseofpreferredstock,price_to_book,proceedsfromissuanceofcommonstock,proceedsfromissuanceoflongtermdebtandcapitalsecuritiesnet,proceedsfromissuanceofpreferredstock,proceedsfromoperatingactivities,proceedsfromrepaymentsofshorttermdebt,proceedsfromrepurchaseofequity,proceedsfromsaleoftreasurystock,profit_margin,profitloss,propertyplantequipment,report_date,report_type,reported_eps,reportedcurrency,reporttime,researchanddevelopment,retainedearnings,return_on_assets_ttm,return_on_equity_ttm,revenue_growth_yoy,revenue_per_share_ttm,sellinggeneralandadministrative,shortlongtermdebttotal,shorttermdebt,shortterminvestments,sma_200,sma_50,surprise_pct,totalassets,totalcurrentassets,totalcurrentliabilities,totalliabilities,totalnoncurrentassets,totalnoncurrentliabilities,totalrevenue,totalshareholderequity,treasurystock,week_52_high,week_52_low
2025-12-28,PHVS,-3.42,0.0,None,-2.8,5.66,19038,None,4795135,4795135,-56752,-19038,None,None,-68435,None,None,None,100928,30519276,None,None,None,60472,None,None,1056,None,None,-380,61869,None,None,None,0.0,0.0755,-4313534,-4313914,-0.6755,2023-03-31,None,0.0,None,-4313914,380,None,None,None,0,None,None,None,None,None,None,None,-22570292,-4313914,0,None,0.0,-25204785,4313534,-4313534,None,77428,None,None,None,None,None,None,None,4.544,None,None,None,None,None,None,None,0.0,None,None,2025-11-12,quarterly,-0.6,EUR,pre-market,3645413,-6133174,-0.321,-0.538,0.0,0.0,668121,None,None,None,20.38,24.18,11.1769,4796191,4796191,138836,138836,0,60472,0,4657355,None,29.8,11.51
2025-12-28,PHVS,-3.42,0.0,None,-2.8,5.66,23639,None,4795135,4795135,-159810,-23639,None,None,None,None,None,None,100928,30519276,None,None,None,60472,None,None,1056,None,None,-380,46174,None,None,None,0.0,0.0755,-4313534,-4313914,-0.6755,2022-12-31,None,0.0,None,-4313914,380,None,None,None,0,None,None,None,None,None,None,None,-38893456,-4313914,0,None,0.0,-20412973,4313534,-4313534,None,77428,None,None,None,None,None,None,None,4.544,None,None,None,None,None,None,None,0.0,None,None,2025-11-12,quarterly,-0.6,EUR,pre-market,3645413,-6133174,-0.321,-0.538,0.0,0.0,668121,None,None,None,20.38,24.18,11.1769,4796191,4796191,138836,138836,0,60472,0,4657355,None,29.8,11.51
2025-12-28,PHVS,-3.42,0.0,None,-2.8,5.66,50918,None,4795135,4795135,-13135,-50918,None,None,120355,None,None,None,100928,30519276,None,None,None,60472,None,None,1056,None,None,-380,38572,None,None,None,0.0,0.0755,-4313534,-4313914,-0.6755,2022-09-30,None,0.0,None,-4313914,380,None,None,None,0,None,None,None,None,None,None,None,-10891733,-4313914,0,None,0.0,-15181088,4313534,-4313534,None,77428,None,None,None,None,None,None,None,4.544,None,None,None,None,None,None,None,0.0,None,None,2025-11-12,quarterly,-0.6,EUR,pre-market,3645413,-6133174,-0.321,-0.538,0.0,0.0,668121,None,None,None,20.38,24.18,11.1769,4796191,4796191,138836,138836,0,60472,0,4657355,None,29.8,11.51
2025-12-28,PHVS,-3.42,0.0,None,-2.8,5.66,23367,None,4795135,4795135,8933439,-23367,None,None,-93549,None,None,None,100928,30519276,None,None,None,60472,None,None,1056,None,None,-380,35345,None,None,None,0.0,0.0755,-4313534,-4313914,-0.6755,2022-06-30,None,0.0,None,-4313914,380,None,None,None,0,None,None,None,None,None,None,None,-9879966,-4313914,0,None,0.0,-13687381,4313534,-4313534,None,77428,None,None,None,None,None,None,None,4.544,None,None,None,None,None,None,None,0.0,None,None,2025-11-12,quarterly,-0.6,EUR,pre-market,3645413,-6133174,-0.321,-0.538,0.0,0.0,668121,None,None,None,20.38,24.18,11.1769,4796191,4796191,138836,138836,0,60472,0,4657355,None,29.8,11.51
2025-12-28,PHVS,-3.42,0.0,None,-2.8,5.66,26372,None,4795135,4795135,-110126,-26372,None,None,None,None,None,None,100928,30519276,None,None,None,60472,None,None,1056,None,None,-380,32850,None,None,None,0.0,0.0755,-4313534,-4313914,-0.6755,2022-03-31,None,0.0,None,-4313914,380,None,None,None,0,None,None,None,None,None,None,None,-15988315,-4313914,0,None,0.0,-17881192,4313534,-4313534,None,77428,None,None,None,None,None,None,None,4.544,None,None,None,None,None,None,None,0.0,None,None,2025-11-12,quarterly,-0.6,EUR,pre-market,3645413,-6133174,-0.321,-0.538,0.0,0.0,668121,None,None,None,20.38,24.18,11.1769,4796191,4796191,138836,138836,0,60472,0,4657355,None,29.8,11.51
2025-12-28,PHVS,-3.42,0.0,None,-2.8,5.66,68538,None,4795135,4795135,-619358,-68538,None,None,None,None,None,None,100928,30519276,None,None,None,60472,None,None,1056,None,None,-380,33367,None,None,None,0.0,0.0755,-4313534,-4313914,-0.6755,2021-12-31,None,0.0,None,-4313914,380,None,None,None,0,None,None,None,None,None,None,None,-12360838,-4313914,0,None,0.0,-12503116,4313534,-4313534,None,77428,None,None,None,None,None,None,None,4.544,None,None,None,None,None,None,None,0.0,None,None,2025-11-12,quarterly,-0.6,EUR,pre-market,3645413,-6133174,-0.321,-0.538,0.0,0.0,668121,None,None,None,20.38,24.18,11.1769,4796191,4796191,138836,138836,0,60472,0,4657355,None,29.8,11.51
2025-12-28,PHVS,-3.42,0.0,None,-2.8,5.66,27940,None,4795135,4795135,-15563,-27940,None,None,None,None,None,None,100928,30519276,None,None,None,60472,None,None,1056,None,None,-380,28955,None,None,None,0.0,0.0755,-4313534,-4313914,-0.6755,2021-09-30,None,0.0,None,-4313914,380,None,None,None,0,None,None,None,None,None,None,None,-9075729,-4313914,0,None,0.0,-10037654,4313534,-4313534,None,77428,None,None,None,None,None,None,None,4.544,None,None,None,None,None,None,None,0.0,None,None,2025-11-12,quarterly,-0.6,EUR,pre-market,3645413,-6133174,-0.321,-0.538,0.0,0.0,668121,None,None,None,20.38,24.18,11.1769,4796191,4796191,138836,138836,0,60472,0,4657355,None,29.8,11.51
2025-12-28,PHVS,-3.42,0.0,None,-2.8,5.66,23489,None,4795135,4795135,304721,-23489,None,None,None,None,None,None,100928,30519276,None,None,None,60472,None,None,1056,None,None,-380,11987,None,None,None,0.0,0.0755,-4313534,-4313914,-0.6755,2021-06-30,None,0.0,None,-4313914,380,None,None,None,0,None,None,None,None,None,None,None,-15199807,-4313914,0,None,0.0,-11859307,4313534,-4313534,None,77428,None,None,None,None,None,None,None,4.544,None,None,None,None,None,None,None,0.0,None,None,2025-11-12,quarterly,-0.6,EUR,pre-market,3645413,-6133174,-0.321,-0.538,0.0,0.0,668121,None,None,None,20.38,24.18,11.1769,4796191,4796191,138836,138836,0,60472,0,4657355,None,29.8,11.51
2025-12-28,PHVS,-3.42,0.0,None,-2.8,5.66,10065,None,4795135,4795135,144001539,-10065,None,None,None,None,None,None,100928,30519276,None,None,None,60472,None,None,1056,None,None,-380,3061,None,None,None,0.0,0.0755,-4313534,-4313914,-0.6755,2021-03-31,None,0.0,None,-4313914,380,None,None,None,0,None,None,None,None,None,None,None,-6024288,-4313914,0,None,0.0,-10199606,4313534,-4313534,None,77428,None,None,None,None,None,None,None,4.544,None,None,None,None,None,None,None,0.0,None,None,2025-11-12,quarterly,-0.6,EUR,pre-market,3645413,-6133174,-0.321,-0.538,0.0,0.0,668121,None,None,None,20.38,24.18,11.1769,4796191,4796191,138836,138836,0,60472,0,4657355,None,29.8,11.51
2025-12-28,PHVS,-3.42,0.0,None,-2.8,5.66,7320,None,4795135,4795135,66954520,-7320,None,None,None,None,None,None,100928,30519276,None,None,None,60472,None,None,1056,None,None,-380,2583,None,None,None,0.0,0.0755,-4313534,-4313914,-0.6755,2020-12-31,None,0.0,None,-4313914,380,None,None,None,0,None,None,None,None,None,None,None,-10647159,-4313914,0,None,0.0,-8911073,4313534,-4313534,None,77428,None,None,None,None,None,None,None,4.544,None,None,None,None,None,None,None,0.0,None,None,2025-11-12,quarterly,-0.6,EUR,pre-market,3645413,-6133174,-0.321,-0.538,0.0,0.0,668121,None,None,None,20.38,24.18,11.1769,4796191,4796191,138836,138836,0,60472,0,4657355,None,29.8,11.51
2025-12-28,PHVS,-3.42,0.0,None,-2.8,5.66,17228,None,4795135,4795135,34246281,-17228,None,None,None,None,None,None,100928,30519276,None,None,None,60472,None,None,1056,None,None,-380,2155,None,None,None,0.0,0.0755,-4313534,-4313914,-0.6755,2020-09-30,None,0.0,None,-4313914,380,None,None,None,0,None,None,None,None,None,None,None,-6399837,-4313914,0,None,0.0,-6623361,4313534,-4313534,None,77428,None,None,None,None,None,None,None,4.544,None,None,None,None,None,None,None,0.0,None,None,2025-11-12,quarterly,-0.6,EUR,pre-market,3645413,-6133174,-0.321,-0.538,0.0,0.0,668121,None,None,None,20.38,24.18,11.1769,4796191,4796191,138836,138836,0,60472,0,4657355,None,29.8,11.51
2025-12-28,PHVS,-3.42,0.0,None,-2.8,5.66,4137,None,4795135,4795135,66954520,-4137,None,None,None,None,None,None,100928,30519276,None,None,None,60472,None,None,1056,None,None,-380,1558,None,None,None,0.0,0.0755,-4313534,-4313914,-0.6755,2020-06-30,None,0.0,None,-4313914,380,None,None,None,0,None,None,None,None,None,None,None,-5745424,-4313914,0,None,0.0,-3640119,4313534,-4313534,None,77428,None,None,None,None,None,None,None,4.544,None,None,None,None,None,None,None,0.0,None,None,2025-11-12,quarterly,-0.6,EUR,pre-market,3645413,-6133174,-0.321,-0.538,0.0,0.0,668121,None,None,None,20.38,24.18,11.1769,4796191,4796191,138836,138836,0,60472,0,4657355,None,29.8,11.51
2025-12-28,PHVS,-3.42,0.0,None,-2.8,5.66,14292,None,4795135,4795135,66954520,-14292,None,None,None,None,None,None,100928,30519276,None,None,None,60472,None,None,1056,None,None,-380,1105,None,None,None,0.0,0.0755,-4313534,-4313914,-0.6755,2020-03-31,None,0.0,None,-4313914,380,None,None,None,0,None,None,None,None,None,None,None,-3276535,-4313914,0,None,0.0,-2325040,4313534,-4313534,None,77428,None,None,None,None,None,None,None,4.544,None,None,None,None,None,None,None,0.0,None,None,2025-11-12,quarterly,-0.6,EUR,pre-market,3645413,-6133174,-0.321,-0.538,0.0,0.0,668121,None,None,None,20.38,24.18,11.1769,4796191,4796191,138836,138836,0,60472,0,4657355,None,29.8,11.51
2025-12-28,PHVS,-3.42,0.0,None,-2.8,5.66,9179,None,4795135,4795135,-666181,-9179,None,None,None,None,None,None,100928,30519276,None,None,None,60472,None,None,1056,None,None,-380,442,None,None,None,0.0,0.0755,-4313534,-4313914,-0.6755,2019-12-31,None,0.0,None,-4313914,380,None,None,None,0,None,None,None,None,None,None,None,-3458386,-4313914,0,None,0.0,-3147068,4313534,-4313534,None,77428,None,None,None,None,None,None,None,4.544,None,None,None,None,None,None,None,0.0,None,None,2025-11-12,quarterly,-0.6,EUR,pre-market,3645413,-6133174,-0.321,-0.538,0.0,0.0,668121,None,None,None,20.38,24.18,11.1769,4796191,4796191,138836,138836,0,60472,0,4657355,None,29.8,11.51
2025-12-28,PHVS,-3.42,0.0,None,-2.8,5.66,3369,None,4795135,4795135,5407881,-3369,None,None,None,None,None,None,100928,30519276,None,None,None,60472,None,None,1056,None,None,-380,137.25,None,None,None,0.0,0.0755,-4313534,-4313914,-0.6755,2019-09-30,None,0.0,None,-4313914,380,None,None,None,0,None,None,None,None,None,None,None,-2006790.50,-4313914,0,None,0.0,-1669252.75,4313534,-4313534,None,77428,None,None,None,None,None,None,None,4.544,None,None,None,None,None,None,None,0.0,None,None,2025-11-12,quarterly,-0.6,USD,pre-market,3645413,-6133174,-0.321,-0.538,0.0,0.0,668121,None,None,None,20.38,24.18,11.1769,4796191,4796191,138836,138836,0,60472,0,4657355,None,29.8,11.51
2025-12-28,PHVS,-3.42,0.0,None,-2.8,5.66,3369,None,4795135,4795135,5407881,-3369,None,None,None,None,None,None,100928,30519276,None,None,None,60472,None,None,1056,None,None,-380,137.25,None,None,None,0.0,0.0755,-4313534,-4313914,-0.6755,2019-06-30,None,0.0,None,-4313914,380,None,None,None,0,None,None,None,None,None,None,None,-2006790.50,-4313914,0,None,0.0,-1669252.75,4313534,-4313534,None,77428,None,None,None,None,None,None,None,4.544,None,None,None,None,None,None,None,0.0,None,None,2025-11-12,quarterly,-0.6,USD,pre-market,3645413,-6133174,-0.321,-0.538,0.0,0.0,668121,None,None,None,20.38,24.18,11.1769,4796191,4796191,138836,138836,0,60472,0,4657355,None,29.8,11.51
2025-12-28,PHVS,-3.42,0.0,None,-2.8,5.66,3369,None,4795135,4795135,5407881,-3369,None,None,None,None,None,None,100928,30519276,None,None,None,60472,None,None,1056,None,None,-380,137.25,None,None,None,0.0,0.0755,-4313534,-4313914,-0.6755,2019-03-31,None,0.0,None,-4313914,380,None,None,None,0,None,None,None,None,None,None,None,-2006790.50,-4313914,0,None,0.0,-1669252.75,4313534,-4313534,None,77428,None,None,None,None,None,None,None,4.544,None,None,None,None,None,None,None,0.0,None,None,2025-11-12,quarterly,-0.6,USD,pre-market,3645413,-6133174,-0.321,-0.538,0.0,0.0,668121,None,None,None,20.38,24.18,11.1769,4796191,4796191,138836,138836,0,60472,0,4657355,None,29.8,11.51
2025-12-28,PHVS,-3.42,0.0,None,-2.8,5.66,0,None,4795135,4795135,1127212,-742.25,None,None,None,None,None,None,100928,30519276,None,None,None,60472,None,None,1056,None,None,-380,None,None,None,None,0.0,0.0755,-4313534,-4313914,-0.6755,2018-12-31,None,0.0,None,-4313914,380,None,None,None,0,None,None,None,None,None,None,None,-1078478.50,-4313914,0,None,0.0,-979663.25,4313534,-4313534,None,77428,None,None,None,None,None,None,None,4.544,None,None,None,None,None,None,None,0.0,None,None,2025-11-12,quarterly,-0.6,USD,pre-market,3645413,-6133174,-0.321,-0.538,0.0,0.0,668121,None,None,None,20.38,24.18,11.1769,4796191,4796191,138836,138836,0,60472,0,4657355,None,29.8,11.51
2025-12-28,PHVS,-3.42,0.0,None,-2.8,5.66,0,None,4795135,4795135,1127212,-742.25,None,None,None,None,None,None,100928,30519276,None,None,None,60472,None,None,1056,None,None,-380,None,None,None,None,0.0,0.0755,-4313534,-4313914,-0.6755,2018-09-30,None,0.0,None,-4313914,380,None,None,None,0,None,None,None,None,None,None,None,-1078478.50,-4313914,0,None,0.0,-979663.25,4313534,-4313534,None,77428,None,None,None,None,None,None,None,4.544,None,None,None,None,None,None,None,0.0,None,None,2025-11-12,quarterly,-0.6,USD,pre-market,3645413,-6133174,-0.321,-0.538,0.0,0.0,668121,None,None,None,20.38,24.18,11.1769,4796191,4796191,138836,138836,0,60472,0,4657355,None,29.8,11.51
2025-12-28,PHVS,-3.42,0.0,None,-2.8,5.66,0,None,4795135,4795135,1127212,-742.25,None,None,None,None,None,None,100928,30519276,None,None,None,60472,None,None,1056,None,None,-380,None,None,None,None,0.0,0.0755,-4313534,-4313914,-0.6755,2018-06-30,None,0.0,None,-4313914,380,None,None,None,0,None,None,None,None,None,None,None,-1078478.50,-4313914,0,None,0.0,-979663.25,4313534,-4313534,None,77428,None,None,None,None,None,None,None,4.544,None,None,None,None,None,None,None,0.0,None,None,2025-11-12,quarterly,-0.6,USD,pre-market,3645413,-6133174,-0.321,-0.538,0.0,0.0,668121,None,None,None,20.38,24.18,11.1769,4796191,4796191,138836,138836,0,60472,0,4657355,None,29.8,11.51
2025-12-28,PHVS,-3.42,0.0,None,-2.8,5.66,0,None,4795135,4795135,1127212,-742.25,None,None,None,None,None,None,100928,30519276,None,None,None,60472,None,None,1056,None,None,-380,None,None,None,None,0.0,0.0755,-4313534,-4313914,-0.6755,2018-03-31,None,0.0,None,-4313914,380,None,None,None,0,None,None,None,None,None,None,None,-1078478.50,-4313914,0,None,0.0,-979663.25,4313534,-4313534,None,77428,None,None,None,None,None,None,None,4.544,None,None,None,None,None,None,None,0.0,None,None,2025-11-12,quarterly,-0.6,USD,pre-market,3645413,-6133174,-0.321,-0.538,0.0,0.0,668121,None,None,None,20.38,24.18,11.1769,4796191,4796191,138836,138836,0,60472,0,4657355,None,29.8,11.51
2025-12-28,PHVS,-3.42,0.0,None,-2.8,5.66,538086,None,4795135,4795135,2676555,-538086,None,None,None,None,None,None,100928,30519276,None,None,None,60472,None,None,1056,None,None,-380,269562,None,None,None,0.0,0.0755,-4313534,-4313914,-0.6755,2024-12-31,None,0.0,None,-4313914,380,None,None,None,0,None,None,None,None,None,None,None,-132396503,-4313914,0,None,0.0,-120130191,4313534,-4313534,None,77428,None,None,None,None,None,None,None,4.544,None,None,None,None,None,None,None,0.0,None,None,2025-11-12,annual,-0.6,EUR,pre-market,3645413,-6133174,-0.321,-0.538,0.0,0.0,668121,None,None,None,20.38,24.18,11.1769,4796191,4796191,138836,138836,0,60472,0,4657355,None,29.8,11.51
2025-12-28,PHVS,-3.42,0.0,None,-2.8,5.66,89984,None,4795135,4795135,325393000,-89984,None,None,-1,None,None,None,100928,30519276,None,None,None,60472,None,None,1056,None,None,-380,257551,None,None,None,0.0,0.0755,-4313534,-4313914,-0.6755,2023-12-31,None,0.0,None,-4313914,380,None,None,None,0,None,None,None,None,None,None,None,-99826263,-4313914,0,None,0.0,-93049093,4313534,-4313534,None,77428,None,None,None,None,None,None,None,4.544,None,None,None,None,None,None,None,0.0,None,None,2025-11-12,annual,-0.6,EUR,pre-market,3645413,-6133174,-0.321,-0.538,0.0,0.0,668121,None,None,None,20.38,24.18,11.1769,4796191,4796191,138836,138836,0,60472,0,4657355,None,29.8,11.51
2025-12-28,PHVS,-3.42,0.0,None,-2.8,5.66,124296,None,4795135,4795135,8650368,-124296,None,None,150873,None,None,None,100928,30519276,None,None,None,60472,None,None,1056,None,None,-380,152941,None,None,None,0.0,0.0755,-4313534,-4313914,-0.6755,2022-12-31,None,0.0,None,-4313914,380,None,None,None,0,None,None,None,None,None,None,None,-75653470,-4313914,0,None,0.0,-67162634,4313534,-4313534,None,77428,None,None,None,None,None,None,None,4.544,None,None,None,None,None,None,None,0.0,None,None,2025-11-12,annual,-0.6,EUR,pre-market,3645413,-6133174,-0.321,-0.538,0.0,0.0,668121,None,None,None,20.38,24.18,11.1769,4796191,4796191,138836,138836,0,60472,0,4657355,None,29.8,11.51
2025-12-28,PHVS,-3.42,0.0,None,-2.8,5.66,130032,None,4795135,4795135,143671339,-130032,None,None,-62840,None,None,None,100928,30519276,None,None,None,60472,None,None,1056,None,None,-380,77370,None,None,None,0.0,0.0755,-4313534,-4313914,-0.6755,2021-12-31,None,0.0,None,-4313914,380,None,None,None,0,None,None,None,None,None,None,None,-42660662,-4313914,0,None,0.0,-44599684,4313534,-4313534,None,77428,None,None,None,None,None,None,None,4.544,None,None,None,None,None,None,None,0.0,None,None,2025-11-12,annual,-0.6,EUR,pre-market,3645413,-6133174,-0.321,-0.538,0.0,0.0,668121,None,None,None,20.38,24.18,11.1769,4796191,4796191,138836,138836,0,60472,0,4657355,None,29.8,11.51
2025-12-28,PHVS,-3.42,0.0,None,-2.8,5.66,42977,None,4795135,4795135,101200801,-42977,None,None,None,None,None,None,100928,30519276,None,None,None,60472,None,None,1056,None,None,-380,7401,None,None,None,0.0,0.0755,-4313534,-4313914,-0.6755,2020-12-31,None,0.0,None,-4313914,380,None,None,None,0,None,None,None,None,None,None,None,-26068955,-4313914,0,None,0.0,-21499593,4313534,-4313534,None,77428,None,None,None,None,None,None,None,4.544,None,None,None,None,None,None,None,0.0,None,None,2025-11-12,annual,-0.6,EUR,pre-market,3645413,-6133174,-0.321,-0.538,0.0,0.0,668121,None,None,None,20.38,24.18,11.1769,4796191,4796191,138836,138836,0,60472,0,4657355,None,29.8,11.51
2025-12-28,PHVS,-3.42,0.0,None,-2.8,5.66,13476,None,4795135,4795135,21631526,-13476,None,None,3583,None,None,None,100928,30519276,None,None,None,60472,None,None,1056,None,None,-380,549,None,None,None,0.0,0.0755,-4313534,-4313914,-0.6755,2019-12-31,None,0.0,None,-4313914,380,None,None,None,0,None,None,None,None,None,None,None,-8027162,-4313914,0,None,0.0,-6677011,4313534,-4313534,None,77428,None,None,None,None,None,None,None,4.544,None,None,None,None,None,None,None,0.0,None,None,2025-11-12,annual,-0.6,EUR,pre-market,3645413,-6133174,-0.321,-0.538,0.0,0.0,668121,None,None,None,20.38,24.18,11.1769,4796191,4796191,138836,138836,0,60472,0,4657355,None,29.8,11.51
2025-12-28,PHVS,-3.42,0.0,None,-2.8,5.66,13476,None,4795135,4795135,4508851,-13476,None,None,None,None,None,None,100928,30519276,None,None,None,60472,None,None,1056,None,None,-380,549,None,None,None,0.0,0.0755,-4313534,-4313914,-0.6755,2018-12-31,None,0.0,None,-4313914,380,None,None,None,0,None,None,None,None,None,None,None,-4313914,-4313914,0,None,0.0,-3918653,4313534,-4313534,None,77428,None,None,None,None,None,None,None,4.544,None,None,None,None,None,None,None,0.0,None,None,2025-11-12,annual,-0.6,EUR,pre-market,3645413,-6133174,-0.321,-0.538,0.0,0.0,668121,None,None,None,20.38,24.18,11.1769,4796191,4796191,138836,138836,0,60472,0,4657355,None,29.8,11.51
