date,symbol,eps,revenue_ttm,accumulateddepreciationamortizationppe,book_value,capitalexpenditures,capitalleaseobligations,cashandcashequivalentsatcarryingvalue,cashandshortterminvestments,cashflowfromfinancing,cashflowfrominvestment,changeincashandcashequivalents,changeinexchangerate,changeininventory,changeinoperatingassets,changeinoperatingliabilities,changeinreceivables,commonstock,commonstocksharesoutstanding,comprehensiveincomenetoftax,costofgoodsandservicessold,costofrevenue,currentaccountspayable,currentdebt,currentlongtermdebt,currentnetreceivables,deferredrevenue,depreciation,depreciationandamortization,depreciationdepletionandamortization,dividendpayout,dividendpayoutcommonstock,dividendpayoutpreferredstock,earnings_growth_yoy,earnings_surprise,ebit,ebitda,estimated_eps,fiscaldateending,goodwill,gross_profit_ttm,grossprofit,incomebeforetax,incometaxexpense,intangibleassets,intangibleassetsexcludinggoodwill,interestanddebtexpense,interestexpense,interestincome,inventory,investmentincomenet,investments,longtermdebt,longtermdebtnoncurrent,longterminvestments,netincome,netincomefromcontinuingoperations,netinterestincome,noninterestincome,operating_margin_ttm,operatingcashflow,operatingexpenses,operatingincome,othercurrentassets,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,othernonoperatingincome,paymentsforoperatingactivities,paymentsforrepurchaseofcommonstock,paymentsforrepurchaseofequity,paymentsforrepurchaseofpreferredstock,price_to_sales_ttm,proceedsfromissuanceofcommonstock,proceedsfromissuanceoflongtermdebtandcapitalsecuritiesnet,proceedsfromissuanceofpreferredstock,proceedsfromoperatingactivities,proceedsfromrepaymentsofshorttermdebt,proceedsfromrepurchaseofequity,proceedsfromsaleoftreasurystock,profit_margin,profitloss,propertyplantequipment,report_date,report_type,reported_eps,reportedcurrency,reporttime,researchanddevelopment,retainedearnings,return_on_assets_ttm,return_on_equity_ttm,revenue_growth_yoy,revenue_per_share_ttm,sellinggeneralandadministrative,shortlongtermdebttotal,shorttermdebt,shortterminvestments,sma_200,sma_50,surprise_pct,totalassets,totalcurrentassets,totalcurrentliabilities,totalliabilities,totalnoncurrentassets,totalnoncurrentliabilities,totalrevenue,totalshareholderequity,treasurystock,week_52_high,week_52_low
2025-12-28,RBRK,-1.55,1196607000.0,None,-2.62,,None,135807000,135807000,,,,,,,,,1000,175932212,None,170551000,170551000,8085000,None,None,155852000,None,None,82083000,,,,,0.0,0.27,-207591000,-125508000,-0.17,2022-10-31,4236000,945973000.0,217200000,-207591000,5497000,None,None,None,None,None,9536000,None,None,None,None,None,-213088000,None,None,None,-0.216,,426307000,-209107000,103494000,427319000,None,None,None,,,,,13.16,,,,,,,,-0.315,,None,2025-12-04,quarterly,0.1,None,post-market,127360000,-1328355000,-0.124,0.0,0.483,6.19,93720000,206347000,None,160106000,79.71,75.47,158.8235,769183000,564795000,435404000,1141799000,204388000,706395000,387751000,-372616000,None,103.0,47.35
2025-12-28,RBRK,-1.55,1196607000.0,None,-2.62,,None,None,None,,,,,,,,,None,175932212,None,170551000,170551000,None,None,None,None,None,None,82083000,,,,,0.0,0.27,-207591000,-125508000,-0.17,2022-07-31,None,945973000.0,217200000,-207591000,5497000,None,None,None,None,None,None,None,None,None,None,None,-213088000,None,None,None,-0.216,,426307000,-209107000,None,None,None,None,None,,,,,13.16,,,,,,,,-0.315,,None,2025-12-04,quarterly,0.1,None,post-market,127360000,None,-0.124,0.0,0.483,6.19,93720000,None,None,None,79.71,75.47,158.8235,None,None,None,None,None,None,387751000,None,None,103.0,47.35
2025-12-28,RBRK,-1.55,1196607000.0,None,-2.62,,None,-138807000,-138807000,,,,,,,,,None,175932212,None,170551000,170551000,None,None,None,None,None,None,82083000,,,,,0.0,0.27,-207591000,-125508000,-0.17,2022-04-30,None,945973000.0,217200000,-207591000,5497000,None,None,None,None,None,None,None,None,None,None,None,-213088000,None,None,None,-0.216,,426307000,-209107000,None,None,None,None,None,,,,,13.16,,,,,,,,-0.315,,None,2025-12-04,quarterly,0.1,None,post-market,127360000,None,-0.124,0.0,0.483,6.19,93720000,None,None,277614000,79.71,75.47,158.8235,None,138807000,None,None,-138807000,None,387751000,-104629000,None,103.0,47.35
2025-12-28,RBRK,-1.55,1196607000.0,None,-2.62,,10087000,186331000,186331000,,,,,,,,,5000,154294000,None,170551000,170551000,10439000,None,None,182164000,None,None,82083000,,,,,0.0,0.27,-207591000,-125508000,-0.17,2025-01-31,100343000,945973000.0,217200000,-207591000,5497000,None,None,None,None,None,4183000,None,None,322341000,None,None,-213088000,None,None,None,-0.216,,426307000,-209107000,186150000,152515000,None,61821000,None,,,,,13.16,,,,,,,,-0.315,,None,2025-12-04,annual,0.1,USD,post-market,127360000,-2837333000,-0.124,0.0,0.483,6.19,93720000,350810000,10087000,518813000,79.71,75.47,158.8235,1422974000,1077641000,950176000,1976708000,345333000,1026532000,387751000,-553734000,None,103.0,47.35
2025-12-28,RBRK,-1.55,1196607000.0,None,-2.62,,10461000,130031000,130031000,,,,,,,,,1000,175932212,None,170551000,170551000,6867000,None,None,139900000,None,None,82083000,,,,,0.0,0.27,-207591000,-125508000,-0.17,2024-01-31,100343000,945973000.0,217200000,-207591000,5497000,None,None,None,None,None,4807000,None,None,287042000,None,None,-213088000,None,None,None,-0.216,,426307000,-209107000,124755000,122934000,None,55050000,None,,,,,13.16,,,,,,,,-0.315,,None,2025-12-04,annual,0.1,USD,post-market,127360000,-1682513000,-0.124,0.0,0.483,6.19,93720000,309294000,10461000,149220000,79.71,75.47,158.8235,873610000,548713000,656281000,1578154000,324897000,921873000,387751000,-704544000,None,103.0,47.35
2025-12-28,RBRK,-1.55,1196607000.0,None,-2.62,,9696000,135807000,135807000,,,,,,,,,1000,175932212,None,170551000,170551000,8085000,None,None,155852000,None,None,82083000,,,,,0.0,0.27,-207591000,-125508000,-0.17,2023-01-31,4236000,945973000.0,217200000,-207591000,5497000,None,None,None,None,None,9536000,None,None,179699000,None,None,-213088000,None,None,None,-0.216,,426307000,-209107000,45970000,417623000,None,36417000,None,,,,,13.16,,,,,,,,-0.315,,None,2025-12-04,annual,0.1,USD,post-market,127360000,-1328355000,-0.124,0.0,0.483,6.19,93720000,216043000,9696000,160106000,79.71,75.47,158.8235,769183000,507271000,435404000,1141799000,261912000,706395000,387751000,-372616000,None,103.0,47.35
2025-12-28,RBRK,-1.55,1196607000.0,None,-2.62,,6307000,71018000,71018000,,,,,,,,,1000,175932212,None,170551000,170551000,14079000,None,None,167490000,None,None,82083000,,,,,0.0,0.27,-207591000,-125508000,-0.17,2022-01-31,4236000,945973000.0,217200000,-207591000,5497000,None,None,None,None,None,4400000,None,None,None,None,None,-213088000,None,None,None,-0.216,,426307000,-209107000,20259000,316961000,None,32105000,None,,,,,13.16,,,,,,,,-0.315,,None,2025-12-04,annual,0.1,USD,post-market,127360000,-1050609000,-0.124,0.0,0.483,6.19,93720000,33214000,6307000,67789000,79.71,75.47,158.8235,518984000,330956000,337347000,623613000,188028000,286266000,387751000,-104629000,None,103.0,47.35
2025-12-28,RBRK,-1.55,1196607000.0,None,-2.62,,None,120099000,120099000,,,,,,,,,1000,175932212,None,170551000,170551000,10242000,None,None,119630000,None,None,82083000,,,,,0.0,0.27,-207591000,-125508000,-0.17,2021-01-31,4236000,945973000.0,217200000,-207591000,5497000,None,None,None,None,None,3400000,None,None,None,None,None,-213088000,None,None,None,-0.216,,426307000,-209107000,20764000,215523000,None,None,None,,,,,13.16,,,,,,,,-0.315,,None,2025-12-04,annual,0.1,USD,post-market,127360000,-796205000,-0.124,0.0,0.483,6.19,93720000,5975000,5975000,97212000,79.71,75.47,158.8235,509915000,361105000,231740000,430043000,148810000,198303000,387751000,79872000,None,103.0,47.35
2025-12-28,RBRK,-1.55,1196607000.0,None,-2.62,2409000,None,120099000,120099000,7733000,-109760000,None,None,None,None,None,None,1000,175932212,None,170551000,170551000,10242000,None,None,119630000,None,None,82083000,9929000,None,None,None,0.0,0.27,-207591000,-125508000,-0.17,2025-10-31,4236000,945973000.0,217200000,-207591000,5497000,None,None,None,None,None,3400000,None,None,None,None,None,-63829000,None,None,None,-0.216,86665000,426307000,-209107000,20764000,215523000,None,None,None,None,None,None,None,13.16,None,None,None,None,None,None,None,-0.315,None,None,2025-12-04,quarterly,0.1,USD,post-market,127360000,-796205000,-0.124,0.0,0.483,6.19,93720000,5975000,5975000,97212000,79.71,75.47,158.8235,509915000,361105000,231740000,430043000,148810000,198303000,387751000,79872000,None,103.0,47.35
2025-12-28,RBRK,-1.55,1196607000.0,None,-2.62,7181000,None,120099000,120099000,712938000,-735877000,None,None,None,None,None,None,1000,175932212,None,170551000,170551000,10242000,None,None,119630000,None,None,82083000,8419000,None,None,None,0.0,0.27,-207591000,-125508000,-0.17,2025-07-31,4236000,945973000.0,217200000,-207591000,5497000,None,None,None,None,None,3400000,None,None,None,None,None,-95929000,None,None,None,-0.216,63543000,426307000,-209107000,20764000,215523000,None,None,None,None,None,None,None,13.16,None,None,None,None,None,13492000,None,-0.315,None,None,2025-12-04,quarterly,0.1,USD,post-market,127360000,-796205000,-0.124,0.0,0.483,6.19,93720000,5975000,5975000,97212000,79.71,75.47,158.8235,509915000,361105000,231740000,430043000,148810000,198303000,387751000,79872000,None,103.0,47.35
2025-12-28,RBRK,-1.55,1196607000.0,None,-2.62,2850000,None,120099000,120099000,15341000,34165000,None,None,None,None,None,None,1000,175932212,None,170551000,170551000,10242000,None,None,119630000,None,None,82083000,8075000,None,None,None,0.0,0.27,-207591000,-125508000,-0.17,2025-04-30,4236000,945973000.0,217200000,-207591000,5497000,None,None,None,None,None,3400000,None,None,None,None,None,-102104000,None,None,None,-0.216,39655000,426307000,-209107000,20764000,215523000,None,None,None,None,None,None,None,13.16,None,None,None,None,None,13492000,None,-0.315,None,None,2025-12-04,quarterly,0.1,USD,post-market,127360000,-796205000,-0.124,0.0,0.483,6.19,93720000,5975000,5975000,97212000,79.71,75.47,158.8235,509915000,361105000,231740000,430043000,148810000,198303000,387751000,79872000,None,103.0,47.35
2025-12-28,RBRK,-1.55,1196607000.0,None,-2.62,5589000,None,120099000,120099000,1923000,4158000,None,None,None,None,None,None,1000,175932212,None,170551000,170551000,10242000,None,None,119630000,None,None,82083000,7326000,None,None,None,0.0,0.27,-207591000,-125508000,-0.17,2025-01-31,4236000,945973000.0,217200000,-207591000,5497000,None,None,None,None,None,3400000,None,None,None,None,None,-114889000,None,None,None,-0.216,83597000,426307000,-209107000,20764000,215523000,None,None,None,None,None,None,None,13.16,None,None,None,None,None,None,None,-0.315,None,None,2025-12-04,quarterly,0.1,USD,post-market,127360000,-796205000,-0.124,0.0,0.483,6.19,93720000,5975000,5975000,97212000,79.71,75.47,158.8235,509915000,361105000,231740000,430043000,148810000,198303000,387751000,79872000,None,103.0,47.35
2025-12-28,RBRK,-1.55,1196607000.0,None,-2.62,7527000,None,120099000,120099000,11726000,-72139000,None,None,36000,None,None,None,1000,175932212,None,170551000,170551000,10242000,None,None,119630000,None,None,82083000,7398000,None,None,None,0.0,0.27,-207591000,-125508000,-0.17,2024-10-31,4236000,945973000.0,217200000,-207591000,5497000,None,None,None,None,None,3400000,None,None,None,None,None,-130910000,None,None,None,-0.216,23095000,426307000,-209107000,20764000,215523000,None,None,None,None,None,None,None,13.16,None,None,None,None,None,None,None,-0.315,None,None,2025-12-04,quarterly,0.1,USD,post-market,127360000,-796205000,-0.124,0.0,0.483,6.19,93720000,5975000,5975000,97212000,79.71,75.47,158.8235,509915000,361105000,231740000,430043000,148810000,198303000,387751000,79872000,None,103.0,47.35
2025-12-28,RBRK,-1.55,1196607000.0,None,-2.62,4929000,None,120099000,120099000,22192000,-356198000,None,None,66000,None,None,None,1000,175932212,None,170551000,170551000,10242000,None,None,119630000,None,None,82083000,29010000,None,None,None,0.0,0.27,-207591000,-125508000,-0.17,2024-07-31,4236000,945973000.0,217200000,-207591000,5497000,None,None,None,None,None,3400000,None,None,None,None,None,-176930000,None,None,None,-0.216,-27083000,426307000,-209107000,20764000,215523000,None,None,None,None,None,None,None,13.16,None,None,None,None,None,350444000,None,-0.315,None,None,2025-12-04,quarterly,0.1,USD,post-market,127360000,-796205000,-0.124,0.0,0.483,6.19,93720000,5975000,5975000,97212000,79.71,75.47,158.8235,509915000,361105000,231740000,430043000,148810000,198303000,387751000,79872000,None,103.0,47.35
2025-12-28,RBRK,-1.55,1196607000.0,None,-2.62,5742000,None,120099000,120099000,362188000,40737000,None,None,42000,None,None,None,1000,175932212,None,170551000,170551000,10242000,None,None,119630000,None,None,82083000,27567000,None,None,None,0.0,0.27,-207591000,-125508000,-0.17,2024-04-30,4236000,945973000.0,217200000,-207591000,5497000,None,None,None,None,None,3400000,None,None,None,None,None,-732091000,None,None,None,-0.216,-31387000,426307000,-209107000,20764000,215523000,None,None,None,None,None,None,None,13.16,None,None,None,None,None,-350444000,None,-0.315,None,None,2025-12-04,quarterly,0.1,USD,post-market,127360000,-796205000,-0.124,0.0,0.483,6.19,93720000,5975000,5975000,97212000,79.71,75.47,158.8235,509915000,361105000,231740000,430043000,148810000,198303000,387751000,79872000,None,103.0,47.35
2025-12-28,RBRK,-1.55,1196607000.0,None,-2.62,4057000,None,120099000,120099000,-493000,28376000,None,None,None,None,None,None,1000,175932212,None,170551000,170551000,10242000,None,None,119630000,None,None,82083000,5121500,None,None,None,0.0,0.27,-207591000,-125508000,-0.17,2024-01-31,4236000,945973000.0,217200000,-207591000,5497000,None,None,None,None,None,3400000,None,None,None,None,None,-91882000,None,None,None,-0.216,12770000,426307000,-209107000,20764000,215523000,None,None,None,None,None,None,None,13.16,None,None,None,None,None,None,None,-0.315,None,None,2025-12-04,quarterly,0.1,USD,post-market,127360000,-796205000,-0.124,0.0,0.483,6.19,93720000,5975000,5975000,97212000,79.71,75.47,158.8235,509915000,361105000,231740000,430043000,148810000,198303000,387751000,79872000,None,103.0,47.35
2025-12-28,RBRK,-1.55,1196607000.0,None,-2.62,1468000,None,120099000,120099000,95716000,-99781000,None,None,None,None,None,None,1000,175932212,None,170551000,170551000,10242000,None,None,119630000,None,None,82083000,5121500,None,None,None,0.0,0.27,-207591000,-125508000,-0.17,2023-10-31,4236000,945973000.0,217200000,-207591000,5497000,None,None,None,None,None,3400000,None,None,None,None,None,-91882000,None,None,None,-0.216,6917000,426307000,-209107000,20764000,215523000,None,None,None,None,None,None,None,13.16,None,None,None,None,None,None,None,-0.315,None,None,2025-12-04,quarterly,0.1,USD,post-market,127360000,-796205000,-0.124,0.0,0.483,6.19,93720000,5975000,5975000,97212000,79.71,75.47,158.8235,509915000,361105000,231740000,430043000,148810000,198303000,387751000,79872000,None,103.0,47.35
2025-12-28,RBRK,-1.55,1196607000.0,None,-2.62,6700000,None,120099000,120099000,167000,-27264000,None,None,None,None,None,None,1000,175932212,None,170551000,170551000,10242000,None,None,119630000,None,None,82083000,25615000,None,None,None,0.0,0.27,-207591000,-125508000,-0.17,2023-07-31,4236000,945973000.0,217200000,-207591000,5497000,None,None,None,None,None,3400000,None,None,None,None,None,-81121000,None,None,None,-0.216,-6748000,426307000,-209107000,20764000,215523000,None,None,None,None,None,None,None,13.16,None,None,None,None,None,None,None,-0.315,None,None,2025-12-04,quarterly,0.1,USD,post-market,127360000,-796205000,-0.124,0.0,0.483,6.19,93720000,5975000,5975000,97212000,79.71,75.47,158.8235,509915000,361105000,231740000,430043000,148810000,198303000,387751000,79872000,None,103.0,47.35
2025-12-28,RBRK,-1.55,1196607000.0,None,-2.62,5789000,None,120099000,120099000,559000,5046000,None,None,None,None,None,None,1000,175932212,None,170551000,170551000,10242000,None,None,119630000,None,None,82083000,22017000,None,None,None,0.0,0.27,-207591000,-125508000,-0.17,2023-04-30,4236000,945973000.0,217200000,-207591000,5497000,None,None,None,None,None,3400000,None,None,None,None,None,-89273000,None,None,None,-0.216,-17457000,426307000,-209107000,20764000,215523000,None,None,None,None,None,None,None,13.16,None,None,None,None,None,None,None,-0.315,None,None,2025-12-04,quarterly,0.1,USD,post-market,127360000,-796205000,-0.124,0.0,0.483,6.19,93720000,5975000,5975000,97212000,79.71,75.47,158.8235,509915000,361105000,231740000,430043000,148810000,198303000,387751000,79872000,None,103.0,47.35
2025-12-28,RBRK,-1.55,1196607000.0,None,-2.62,7584000,None,120099000,120099000,-577500,-37984000,None,None,None,None,None,None,1000,175932212,None,170551000,170551000,10242000,None,None,119630000,None,None,82083000,4062000,None,None,None,0.0,0.27,-207591000,-125508000,-0.17,2023-01-31,4236000,945973000.0,217200000,-207591000,5497000,None,None,None,None,None,3400000,None,None,None,None,None,-74514000,None,None,None,-0.216,34639000,426307000,-209107000,20764000,215523000,None,None,None,None,None,None,None,13.16,None,None,None,None,None,None,None,-0.315,None,None,2025-12-04,quarterly,0.1,None,post-market,127360000,-796205000,-0.124,0.0,0.483,6.19,93720000,5975000,5975000,97212000,79.71,75.47,158.8235,509915000,361105000,231740000,430043000,148810000,198303000,387751000,79872000,None,103.0,47.35
2025-12-28,RBRK,-1.55,1196607000.0,None,-2.62,7584000,None,120099000,120099000,-577500,-37984000,None,None,None,None,None,None,1000,175932212,None,170551000,170551000,10242000,None,None,119630000,None,None,82083000,4062000,None,None,None,0.0,0.27,-207591000,-125508000,-0.17,2022-10-31,4236000,945973000.0,217200000,-207591000,5497000,None,None,None,None,None,3400000,None,None,None,None,None,-74514000,None,None,None,-0.216,34639000,426307000,-209107000,20764000,215523000,None,None,None,None,None,None,None,13.16,None,None,None,None,None,None,None,-0.315,None,None,2025-12-04,quarterly,0.1,None,post-market,127360000,-796205000,-0.124,0.0,0.483,6.19,93720000,5975000,5975000,97212000,79.71,75.47,158.8235,509915000,361105000,231740000,430043000,148810000,198303000,387751000,79872000,None,103.0,47.35
2025-12-28,RBRK,-1.55,1196607000.0,None,-2.62,4924500,None,120099000,120099000,86489000,-24610000,None,None,None,None,None,None,1000,175932212,None,170551000,170551000,10242000,None,None,119630000,None,None,82083000,4071000,None,None,None,0.0,0.27,-207591000,-125508000,-0.17,2022-07-31,4236000,945973000.0,217200000,-207591000,5497000,None,None,None,None,None,3400000,None,None,None,None,None,-64359000,None,None,None,-0.216,-24995500,426307000,-209107000,20764000,215523000,None,None,None,None,None,None,None,13.16,None,None,None,None,None,-3000,None,-0.315,None,None,2025-12-04,quarterly,0.1,None,post-market,127360000,-796205000,-0.124,0.0,0.483,6.19,93720000,5975000,5975000,97212000,79.71,75.47,158.8235,509915000,361105000,231740000,430043000,148810000,198303000,387751000,79872000,None,103.0,47.35
2025-12-28,RBRK,-1.55,1196607000.0,None,-2.62,4924500,None,120099000,120099000,86489000,-24610000,None,None,None,None,None,None,1000,175932212,None,170551000,170551000,10242000,None,None,119630000,None,None,82083000,4071000,None,None,None,0.0,0.27,-207591000,-125508000,-0.17,2022-04-30,4236000,945973000.0,217200000,-207591000,5497000,None,None,None,None,None,3400000,None,None,None,None,None,-64359000,None,None,None,-0.216,-24995500,426307000,-209107000,20764000,215523000,None,None,None,None,None,None,None,13.16,None,None,None,None,None,-3000,None,-0.315,None,None,2025-12-04,quarterly,0.1,None,post-market,127360000,-796205000,-0.124,0.0,0.483,6.19,93720000,5975000,5975000,97212000,79.71,75.47,158.8235,509915000,361105000,231740000,430043000,148810000,198303000,387751000,79872000,None,103.0,47.35
2025-12-28,RBRK,-1.55,1196607000.0,None,-2.62,16885000,None,120099000,120099000,398023000,-383442000,None,None,None,None,None,None,1000,175932212,None,170551000,170551000,10242000,None,None,119630000,None,None,82083000,28868000,None,None,None,0.0,0.27,-207591000,-125508000,-0.17,2025-01-31,4236000,945973000.0,217200000,-207591000,5497000,None,None,None,None,None,3400000,None,None,None,None,None,-1154820000,None,None,None,-0.216,48228000,426307000,-209107000,20764000,215523000,None,None,None,None,None,None,None,13.16,None,None,None,None,None,11064000,None,-0.315,None,None,2025-12-04,annual,0.1,USD,post-market,127360000,-796205000,-0.124,0.0,0.483,6.19,93720000,5975000,5975000,97212000,79.71,75.47,158.8235,509915000,361105000,231740000,430043000,148810000,198303000,387751000,79872000,None,103.0,47.35
2025-12-28,RBRK,-1.55,1196607000.0,None,-2.62,12333000,None,120099000,120099000,95949000,-93623000,None,None,None,None,None,None,1000,175932212,None,170551000,170551000,10242000,None,None,119630000,None,None,82083000,18405000,None,None,None,0.0,0.27,-207591000,-125508000,-0.17,2024-01-31,4236000,945973000.0,217200000,-207591000,5497000,None,None,None,None,None,3400000,None,None,None,None,None,-354158000,None,None,None,-0.216,-4518000,426307000,-209107000,20764000,215523000,None,None,None,None,None,None,None,13.16,None,None,None,None,None,0,None,-0.315,None,None,2025-12-04,annual,0.1,USD,post-market,127360000,-796205000,-0.124,0.0,0.483,6.19,93720000,5975000,5975000,97212000,79.71,75.47,158.8235,509915000,361105000,231740000,430043000,148810000,198303000,387751000,79872000,None,103.0,47.35
2025-12-28,RBRK,-1.55,1196607000.0,None,-2.62,34298000,None,120099000,120099000,171823000,-125188000,None,None,None,None,None,None,1000,175932212,None,170551000,170551000,10242000,None,None,119630000,None,None,82083000,103654000,None,None,None,0.0,0.27,-207591000,-125508000,-0.17,2023-01-31,4236000,945973000.0,217200000,-207591000,5497000,None,None,None,None,None,3400000,None,None,None,None,None,-277746000,None,None,None,-0.216,19287000,426307000,-209107000,20764000,215523000,None,None,None,None,None,None,None,13.16,None,None,None,None,None,-6000,None,-0.315,None,None,2025-12-04,annual,0.1,USD,post-market,127360000,-796205000,-0.124,0.0,0.483,6.19,93720000,5975000,5975000,97212000,79.71,75.47,158.8235,509915000,361105000,231740000,430043000,148810000,198303000,387751000,79872000,None,103.0,47.35
2025-12-28,RBRK,-1.55,1196607000.0,None,-2.62,20449000,None,120099000,120099000,22872000,8417000,None,None,None,None,None,None,1000,175932212,None,170551000,170551000,10242000,None,None,119630000,None,None,82083000,104657000,None,None,None,0.0,0.27,-207591000,-125508000,-0.17,2022-01-31,4236000,945973000.0,217200000,-207591000,5497000,None,None,None,None,None,3400000,None,None,None,None,None,-254404000,None,None,None,-0.216,-82785000,426307000,-209107000,20764000,215523000,None,None,None,None,None,None,None,13.16,None,None,None,None,None,-1311000,None,-0.315,None,None,2025-12-04,annual,0.1,USD,post-market,127360000,-796205000,-0.124,0.0,0.483,6.19,93720000,5975000,5975000,97212000,79.71,75.47,158.8235,509915000,361105000,231740000,430043000,148810000,198303000,387751000,79872000,None,103.0,47.35
2025-12-28,RBRK,-1.55,1196607000.0,None,-2.62,15882000,None,120099000,120099000,137514000,-1597000,None,None,None,None,None,None,1000,175932212,None,170551000,170551000,10242000,None,None,119630000,None,None,82083000,82083000,None,None,None,0.0,0.27,-207591000,-125508000,-0.17,2021-01-31,4236000,945973000.0,217200000,-207591000,5497000,None,None,None,None,None,3400000,None,None,None,None,None,-213088000,None,None,None,-0.216,-58742000,426307000,-209107000,20764000,215523000,None,None,None,None,None,None,None,13.16,None,None,None,None,None,-529000,None,-0.315,None,None,2025-12-04,annual,0.1,None,post-market,127360000,-796205000,-0.124,0.0,0.483,6.19,93720000,5975000,5975000,97212000,79.71,75.47,158.8235,509915000,361105000,231740000,430043000,148810000,198303000,387751000,79872000,None,103.0,47.35
