date,symbol,eps,revenue_ttm,pe_ratio,accumulateddepreciationamortizationppe,beta,book_value,capitalexpenditures,capitalleaseobligations,cashandcashequivalentsatcarryingvalue,cashandshortterminvestments,cashflowfromfinancing,cashflowfrominvestment,changeincashandcashequivalents,changeinexchangerate,changeininventory,changeinoperatingassets,changeinoperatingliabilities,changeinreceivables,commonstock,commonstocksharesoutstanding,comprehensiveincomenetoftax,costofgoodsandservicessold,costofrevenue,currentaccountspayable,currentdebt,currentlongtermdebt,currentnetreceivables,deferredrevenue,depreciation,depreciationandamortization,depreciationdepletionandamortization,dividend_per_share,dividend_yield,dividendpayout,dividendpayoutcommonstock,dividendpayoutpreferredstock,earnings_growth_yoy,earnings_surprise,ebit,ebitda,estimated_eps,fiscaldateending,goodwill,gross_profit_ttm,grossprofit,incomebeforetax,incometaxexpense,intangibleassets,intangibleassetsexcludinggoodwill,interestanddebtexpense,interestexpense,interestincome,inventory,investmentincomenet,investments,longtermdebt,longtermdebtnoncurrent,longterminvestments,netincome,netincomefromcontinuingoperations,netinterestincome,noninterestincome,operating_margin_ttm,operatingcashflow,operatingexpenses,operatingincome,othercurrentassets,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,othernonoperatingincome,paymentsforoperatingactivities,paymentsforrepurchaseofcommonstock,paymentsforrepurchaseofequity,paymentsforrepurchaseofpreferredstock,price_to_book,price_to_sales_ttm,proceedsfromissuanceofcommonstock,proceedsfromissuanceoflongtermdebtandcapitalsecuritiesnet,proceedsfromissuanceofpreferredstock,proceedsfromoperatingactivities,proceedsfromrepaymentsofshorttermdebt,proceedsfromrepurchaseofequity,proceedsfromsaleoftreasurystock,profit_margin,profitloss,propertyplantequipment,report_date,report_type,reported_eps,reportedcurrency,reporttime,researchanddevelopment,retainedearnings,return_on_assets_ttm,return_on_equity_ttm,revenue_growth_yoy,revenue_per_share_ttm,sellinggeneralandadministrative,shortlongtermdebttotal,shorttermdebt,shortterminvestments,sma_200,sma_50,surprise_pct,totalassets,totalcurrentassets,totalcurrentliabilities,totalliabilities,totalnoncurrentassets,totalnoncurrentliabilities,totalrevenue,totalshareholderequity,trailing_pe,treasurystock,week_52_high,week_52_low
2025-12-28,TUYA,0.08,319363000.0,27.62,,0.441,1.633,,,,,,,,,,,,,,,None,19500750,19500750,,,,,,None,849500,,0.115,0.0519,,,,2.579,0.0,-17588250,-16738750,0.03,2019-06-30,,154037000.0,6946500,-17588250,31000,,,None,None,None,,None,,,,,-17619250,None,None,None,0.046,,25304000,-18357500,,,,,None,,,,,1.347,4.215,,,,,,,,0.151,,,2025-11-17,quarterly,0.03,USD,post-market,13000750,,-0.0002,0.0486,0.011,0.524,3049000,,,,2.49,2.236,0.0,,,,,,,26447250,,27.62,,4.462,1.513
2025-12-28,TUYA,0.08,319363000.0,27.62,,0.441,1.633,,,,,,,,,,,,,,,None,19500750,19500750,,,,,,None,849500,,0.115,0.0519,,,,2.579,0.0,-17588250,-16738750,0.03,2019-03-31,,154037000.0,6946500,-17588250,31000,,,None,None,None,,None,,,,,-17619250,None,None,None,0.046,,25304000,-18357500,,,,,None,,,,,1.347,4.215,,,,,,,,0.151,,,2025-11-17,quarterly,0.03,USD,post-market,13000750,,-0.0002,0.0486,0.011,0.524,3049000,,,,2.49,2.236,0.0,,,,,,,26447250,,27.62,,4.462,1.513
2025-12-28,TUYA,0.08,319363000.0,27.62,,0.441,1.633,,,,,,,,,,,,,,,None,19500750,19500750,,,,,,None,849500,,0.115,0.0519,,,,2.579,0.0,-17588250,-16738750,0.03,2018-12-31,,154037000.0,6946500,-17588250,31000,,,None,None,None,,None,,,,,-17619250,None,None,None,0.046,,25304000,-18357500,,,,,None,,,,,1.347,4.215,,,,,,,,0.151,,,2025-11-17,quarterly,0.03,USD,post-market,13000750,,-0.0002,0.0486,0.011,0.524,3049000,,,,2.49,2.236,0.0,,,,,,,26447250,,27.62,,4.462,1.513
2025-12-28,TUYA,0.08,319363000.0,27.62,,0.441,1.633,,,,,,,,,,,,,,,None,157187000,157187000,,,,,,None,5065000,,0.115,0.0519,,,,2.579,0.0,-47620000,-42555000,0.03,2024-12-31,,154037000.0,141430000,7142000,2145000,,,None,None,50424000,,None,,,,,4997000,4997000,50424000,None,0.046,,189050000,-47620000,,,,,None,,,,,1.347,4.215,,,,,,,,0.151,,,2025-11-17,annual,0.03,USD,post-market,95049000,,-0.0002,0.0486,0.011,0.524,68254000,,,,2.49,2.236,0.0,,,,,,,298617000,,27.62,,4.462,1.513
2025-12-28,TUYA,0.08,319363000.0,27.62,,0.441,1.633,,,,,,,,,,,,,,,None,123335000,123335000,,,,,,None,6549000,,0.115,0.0519,,,,2.579,0.0,-105824000,-99275000,0.03,2023-12-31,,154037000.0,106655000,-57066000,3249000,,,None,None,44260000,,None,,,,,-60315000,-60315000,45052000,None,0.046,,212479000,-105824000,,,,,None,,,,,1.347,4.215,,,,,,,,0.151,,,2025-11-17,annual,0.03,USD,post-market,102277000,,-0.0002,0.0486,0.011,0.524,80663000,,,,2.49,2.236,0.0,,,,,,,229990000,,27.62,,4.462,1.513
2025-12-28,TUYA,0.08,319363000.0,27.62,,0.441,1.633,,,,,,,,,,,,,,,None,118749000,118749000,,,,,,None,8209000,,0.115,0.0519,,,,2.579,0.0,-168186000,-159977000,0.03,2022-12-31,,154037000.0,89423000,-144295000,1880000,,,None,23891000,18546000,,None,,,,,-146175000,-146175000,18546000,None,0.046,,257609000,-168186000,,,,,None,,,,,1.347,4.215,,,,,,,,0.151,,,2025-11-17,annual,0.03,USD,post-market,144942000,,-0.0002,0.0486,0.011,0.524,67513000,,,,2.49,2.236,0.0,,,,,,,208172000,,27.62,,4.462,1.513
2025-12-28,TUYA,0.08,319363000.0,27.62,,0.441,1.633,,,,,,,,,,,,,,,None,174209000,174209000,,,,,,None,10350000,,0.115,0.0519,,,,2.579,0.0,-183560000,-173210000,0.03,2021-12-31,,154037000.0,127867000,-174934000,490000,,,None,1218000,7286000,,None,,,,,-175424000,-175424000,7286000,None,0.046,,311427000,-183560000,,,,,None,,,,,1.347,4.215,,,,,,,,0.151,,,2025-11-17,annual,0.03,USD,post-market,174289000,,-0.0002,0.0486,0.011,0.524,71589000,,,,2.49,2.236,0.0,,,,,,,302076000,,27.62,,4.462,1.513
2025-12-28,TUYA,0.08,319363000.0,27.62,,0.441,1.633,,,,,,,,,,,,,,,None,117937000,117937000,,,,,,None,5684000,,0.115,0.0519,,,,2.579,0.0,-69846000,-64162000,0.03,2020-12-31,,154037000.0,61937000,-66706000,206000,,,None,3207000,3073000,,None,,,,,-66912000,-66912000,3073000,None,0.046,,131783000,-69846000,,,,,None,,,,,1.347,4.215,,,,,,,,0.151,,,2025-11-17,annual,0.03,USD,post-market,77430000,,-0.0002,0.0486,0.011,0.524,17868000,,,,2.49,2.236,0.0,,,,,,,179874000,,27.62,,4.462,1.513
2025-12-28,TUYA,0.08,319363000.0,27.62,,0.441,1.633,,,,,,,,,,,,,,,None,78003000,78003000,,,,,,None,3398000,,0.115,0.0519,,,,2.579,0.0,-73440000,-70042000,0.03,2019-12-31,,154037000.0,27786000,-70353000,124000,,,None,2848000,3326000,,None,,,,,-70477000,-70477000,3326000,None,0.046,,101226000,-73440000,,,,,None,,,,,1.347,4.215,,,,,,,,0.151,,,2025-11-17,annual,0.03,USD,post-market,52003000,,-0.0002,0.0486,0.011,0.524,12196000,,,,2.49,2.236,0.0,,,,,,,105789000,,27.62,,4.462,1.513
2025-12-28,TUYA,0.08,319363000.0,27.62,None,0.441,1.633,,3451000,845274000,845274000,,,,,,,,,31000,614106059,None,78003000,78003000,23285000,None,None,21951000,None,None,3398000,,0.115,0.0519,,,,2.579,0.0,-73440000,-70042000,0.03,2025-09-30,None,154037000.0,27786000,-70353000,124000,8792000,8792000,None,2848000,3326000,23138000,None,None,None,None,81397000,-70477000,-70477000,3326000,None,0.046,,101226000,-73440000,17839000,64227000,None,None,None,,,,,1.347,4.215,,,,,,,,0.151,,None,2025-11-17,quarterly,0.03,USD,post-market,52003000,-531275000,-0.0002,0.0486,0.011,0.524,12196000,3451000,1820000,112395000,2.49,2.236,0.0,1126850000,1020597000,125580000,127612000,106253000,2032000,105789000,999238000,27.62,None,4.462,1.513
2025-12-28,TUYA,0.08,319363000.0,27.62,None,0.441,1.633,,4214000,724083000,724083000,,,,,,,,,31000,610478000,None,78003000,78003000,23047000,None,None,23543000,None,None,3398000,,0.115,0.0519,,,,2.579,0.0,-73440000,-70042000,0.03,2025-06-30,None,154037000.0,27786000,-70353000,124000,8772000,8772000,None,2848000,3326000,20666000,None,None,None,None,183760000,-70477000,-70477000,3326000,None,0.046,,101226000,-73440000,18000000,30441000,None,None,None,,,,,1.347,4.215,,,,,,,,0.151,,None,2025-11-17,quarterly,0.03,USD,post-market,52003000,-546256000,-0.0002,0.0486,0.011,0.524,12196000,4214000,2522000,110326000,2.49,2.236,0.0,1104137000,896618000,91614000,93736000,207519000,2122000,105789000,1010401000,27.62,None,4.462,1.513
2025-12-28,TUYA,0.08,319363000.0,27.62,None,0.441,1.633,,5238000,763788000,763788000,,,,,,,,,31000,608491000,None,78003000,78003000,19457000,None,None,19357000,None,None,3398000,,0.115,0.0519,,,,2.579,0.0,-73440000,-70042000,0.03,2025-03-31,None,154037000.0,27786000,-70353000,124000,8793000,8793000,None,2848000,3326000,21583000,None,None,None,None,181875000,-70477000,-70477000,3326000,None,0.046,,101226000,-73440000,18903000,67806000,None,None,None,,,,,1.347,4.215,,,,,,,,0.151,,None,2025-11-17,quarterly,0.03,USD,post-market,52003000,-558834000,-0.0002,0.0486,0.011,0.524,12196000,5238000,3403000,89985000,2.49,2.236,0.0,1118403000,913616000,126091000,128386000,204787000,2295000,105789000,990017000,27.62,None,4.462,1.513
2025-12-28,TUYA,0.08,319363000.0,27.62,None,0.441,1.633,,4649000,653334000,653334000,,,,,,,,,29000,589689036,None,78003000,78003000,19051000,None,None,15077000,None,None,3398000,,0.115,0.0519,,,,2.579,0.0,-73440000,-70042000,0.03,2024-12-31,None,154037000.0,27786000,-70353000,124000,8825000,8825000,None,2848000,3326000,23840000,None,None,None,None,180092000,-70477000,-70477000,3326000,None,0.046,,101226000,-73440000,16229000,71488000,None,None,None,,,,,1.347,4.215,,,,,,,,0.151,,None,2025-11-17,quarterly,0.03,USD,post-market,52003000,-569851000,-0.0002,0.0486,0.011,0.524,12196000,4649000,3798000,194536000,2.49,2.236,0.0,1103780000,903016000,94337000,96332000,200764000,1995000,105789000,1007448000,27.62,None,4.462,1.513
2025-12-28,TUYA,0.08,319363000.0,27.62,None,0.441,1.633,,4969000,610901000,610901000,,,,,,,,,29000,569821000,None,78003000,78003000,18040000,None,None,17664000,None,None,3398000,,0.115,0.0519,,,,2.579,0.0,-73440000,-70042000,0.03,2024-09-30,None,154037000.0,27786000,-70353000,124000,None,None,None,2848000,3326000,28303000,None,None,None,None,222830000,-70477000,-70477000,3326000,None,0.046,,101226000,-73440000,17419000,63606000,None,1534000,None,,,,,1.347,4.215,,,,,,,,0.151,,None,2025-11-17,quarterly,0.03,USD,post-market,52003000,-579636000,-0.0002,0.0486,0.011,0.524,12196000,4969000,3718000,201114000,2.49,2.236,0.0,1115703000,875401000,122573000,125954000,240302000,3381000,105789000,989749000,27.62,None,4.462,1.513
2025-12-28,TUYA,0.08,319363000.0,27.62,None,0.441,1.633,,5992000,614767000,614767000,,,,,,,,,29000,592736000,None,78003000,78003000,11638000,None,None,14034000,None,None,3398000,,0.115,0.0519,,,,2.579,0.0,-73440000,-70042000,0.03,2024-06-30,None,154037000.0,27786000,-70353000,124000,876000,876000,None,2848000,3326000,28088000,None,None,None,None,220401000,-70477000,-70477000,3326000,None,0.046,,101226000,-73440000,19179000,26367888,None,2300000,None,,,,,1.347,4.215,,,,,,,,0.151,,None,2025-11-17,quarterly,0.03,USD,post-market,52003000,-575263000,-0.0002,0.0486,0.011,0.524,12196000,10249112,8129112,175218000,2.49,2.236,0.0,1089650000,851286000,84938000,89783000,238364000,4845000,105789000,999867000,27.62,None,4.462,1.513
2025-12-28,TUYA,0.08,319363000.0,27.62,None,0.441,1.633,,7058000,529501000,529501000,,,,,,,,,29000,559133184,None,78003000,78003000,16112000,None,None,13986000,None,None,3398000,,0.115,0.0519,,,,2.579,0.0,-73440000,-70042000,0.03,2024-03-31,None,154037000.0,27786000,-70353000,124000,None,None,None,2848000,3326000,32831000,None,None,None,None,217320000,-70477000,-70477000,3326000,None,0.046,,101226000,-73440000,11470000,29467000,None,3113000,None,,,,,1.347,4.215,,,,,,,,0.151,,None,2025-11-17,quarterly,0.03,USD,post-market,52003000,-578391000,-0.0002,0.0486,0.011,0.524,12196000,7058000,3896000,261740000,2.49,2.236,0.0,1077221000,849528000,88116000,94828000,227693000,6712000,105789000,982393000,27.62,None,4.462,1.513
2025-12-28,TUYA,0.08,319363000.0,27.62,None,0.441,1.633,,7787000,498688000,498688000,,,,,,,,,29000,557103923,None,78003000,78003000,11577000,None,None,14169000,None,None,3398000,,0.115,0.0519,,,,2.579,0.0,-73440000,-70042000,0.03,2023-12-31,None,154037000.0,27786000,-70353000,124000,None,None,None,2848000,3326000,32865000,None,None,None,None,207489000,-70477000,-70477000,3326000,None,0.046,,101226000,-73440000,11053000,32807000,None,3891000,None,,,,,1.347,4.215,,,,,,,,0.151,,None,2025-11-17,quarterly,0.03,USD,post-market,52003000,-574848000,-0.0002,0.0486,0.011,0.524,12196000,7787000,3883000,291023000,2.49,2.236,0.0,1066400000,847798000,87534000,95835000,218602000,8301000,105789000,970565000,27.62,None,4.462,1.513
2025-12-28,TUYA,0.08,319363000.0,27.62,None,0.441,1.633,,6566000,166274000,166274000,,,,,,,,,29000,555782518,None,78003000,78003000,10494000,None,None,16685000,None,None,3398000,,0.115,0.0519,,,,2.579,0.0,-73440000,-70042000,0.03,2023-09-30,None,154037000.0,27786000,-70353000,124000,None,None,None,2848000,3326000,32843000,None,None,None,None,199731000,-70477000,-70477000,3326000,None,0.046,,101226000,-73440000,10914000,30538000,None,4669000,None,,,,,1.347,4.215,,,,,,,,0.151,,9156000,2025-11-17,quarterly,0.03,USD,post-market,52003000,-564032000,-0.0002,0.0486,0.011,0.524,12196000,6566000,3062000,612541000,2.49,2.236,0.0,1049039000,839257000,78933000,87576000,209782000,8643000,105789000,961463000,27.62,None,4.462,1.513
2025-12-28,TUYA,0.08,319363000.0,27.62,None,0.441,1.633,,7151000,86266000,86266000,,,,,,,,,29000,554945739,None,78003000,78003000,9221000,None,None,16419000,None,None,3398000,,0.115,0.0519,,,,2.579,0.0,-73440000,-70042000,0.03,2023-06-30,None,154037000.0,27786000,-70353000,124000,None,None,None,2848000,3326000,37023000,None,None,None,None,16947000,-70477000,-70477000,3326000,None,0.046,,101226000,-73440000,16353000,32957000,None,5447000,None,,,,,1.347,4.215,,,,,,,,0.151,,9684000,2025-11-17,quarterly,0.03,USD,post-market,52003000,-559127000,-0.0002,0.0486,0.011,0.524,12196000,7151000,3244000,856028000,2.49,2.236,0.0,1039338000,1012089000,77355000,87116000,27249000,9761000,105789000,952222000,27.62,None,4.462,1.513
2025-12-28,TUYA,0.08,319363000.0,27.62,None,0.441,1.633,,8614000,74815000,74815000,,,,,,,,,29000,553994418,None,78003000,78003000,7154000,None,None,16208000,None,None,3398000,,0.115,0.0519,,,,2.579,0.0,-73440000,-70042000,0.03,2023-03-31,None,154037000.0,27786000,-70353000,124000,None,None,None,2848000,3326000,42126000,None,None,None,None,18031000,-70477000,-70477000,3326000,None,0.046,,101226000,-73440000,14396000,27179000,None,6226000,None,,,,,1.347,4.215,,,,,,,,0.151,,None,2025-11-17,quarterly,0.03,USD,post-market,52003000,-535578000,-0.0002,0.0486,0.011,0.524,12196000,8614000,3876000,862724000,2.49,2.236,0.0,1041613000,1010269000,71608000,82939000,31344000,11331000,105789000,958674000,27.62,None,4.462,1.513
2025-12-28,TUYA,0.08,319363000.0,27.62,None,0.441,1.633,,9142000,74815000,74815000,,,,,,,,,29000,553994418,None,78003000,78003000,7154000,None,None,16208000,None,None,3398000,,0.115,0.0519,,,,2.579,0.0,-73440000,-70042000,0.03,2022-12-31,None,154037000.0,27786000,-70353000,124000,None,None,None,2848000,3326000,42126000,None,None,None,None,18031000,-70477000,-70477000,3326000,None,0.046,,101226000,-73440000,14396000,27179000,None,7004000,None,,,,,1.347,4.215,,,,,,,,0.151,,13563000,2025-11-17,quarterly,0.03,USD,post-market,52003000,-535578000,-0.0002,0.0486,0.011,0.524,12196000,8614000,3876000,862724000,2.49,2.236,0.0,1041613000,1010269000,71608000,82939000,31344000,11331000,105789000,958674000,27.62,None,4.462,1.513
2025-12-28,TUYA,0.08,319363000.0,27.62,None,0.441,1.633,,10376000,299898000,299898000,,,,,,,,,29000,553043213,None,78003000,78003000,6171000,None,None,20941000,None,None,3398000,,0.115,0.0519,,,,2.579,0.0,-73440000,-70042000,0.03,2022-09-30,None,154037000.0,27786000,-70353000,124000,None,None,None,2848000,3326000,46179000,None,None,None,None,26562000,-70477000,-70477000,3326000,None,0.046,,101226000,-73440000,13650000,33441000,None,7782000,None,,,,,1.347,4.215,,,,,,,,0.151,,15228000,2025-11-17,quarterly,0.03,USD,post-market,52003000,-491343000,-0.0002,0.0486,0.011,0.524,12196000,10376000,4163000,646031000,2.49,2.236,0.0,1069805000,1026699000,78047000,92290000,43106000,14243000,105789000,977515000,27.62,None,4.462,1.513
2025-12-28,TUYA,0.08,319363000.0,27.62,None,0.441,1.633,,13331000,599213000,599213000,,,,,,,,,29000,556808050,None,78003000,78003000,14945000,None,None,27549000,None,None,3398000,,0.115,0.0519,,,,2.579,0.0,-73440000,-70042000,0.03,2022-06-30,None,154037000.0,27786000,-70353000,124000,None,None,None,2848000,3326000,57152000,None,None,None,None,26562000,-70477000,-70477000,3326000,None,0.046,,101226000,-73440000,18115000,32858000,None,8560000,None,,,,,1.347,4.215,,,,,,,,0.151,,19257000,2025-11-17,quarterly,0.03,USD,post-market,52003000,-458720000,-0.0002,0.0486,0.011,0.524,12196000,13331000,4918000,352300000,2.49,2.236,0.0,1101622000,1054329000,90524000,108084000,47293000,17560000,105789000,993538000,27.62,None,4.462,1.513
2025-12-28,TUYA,0.08,319363000.0,27.62,None,0.441,1.633,,19396000,743709000,743709000,,,,,,,,,29000,556808050,None,78003000,78003000,10327000,None,None,32533000,None,None,3398000,,0.115,0.0519,,,,2.579,0.0,-73440000,-70042000,0.03,2022-03-31,None,154037000.0,27786000,-70353000,124000,None,None,None,2848000,3326000,65153000,None,None,None,None,27714000,-70477000,-70477000,3326000,None,0.046,,101226000,-73440000,25012000,31707000,None,7832000,None,,,,,1.347,4.215,,,,,,,,0.151,,25856000,2025-11-17,quarterly,0.03,USD,post-market,52003000,-422851000,-0.0002,0.0486,0.011,0.524,12196000,19396000,5607000,240451000,2.49,2.236,0.0,1162217000,1106858000,87851000,110150000,55359000,22299000,105789000,1052067000,27.62,None,4.462,1.513
2025-12-28,TUYA,0.08,319363000.0,27.62,None,0.441,1.633,,21745000,963938000,963938000,,,,,,,,,29000,562082216,None,78003000,78003000,12212000,None,None,34094000,None,None,3398000,,0.115,0.0519,,,,2.579,0.0,-73440000,-70042000,0.03,2021-12-31,None,154037000.0,27786000,-70353000,124000,None,None,None,2848000,3326000,62582000,None,None,None,None,26078000,-70477000,-70477000,3326000,None,0.046,,101226000,-73440000,28520000,49051000,None,8484000,None,,,,,1.347,4.215,,,,,,,,0.151,,28986000,2025-11-17,quarterly,0.03,USD,post-market,52003000,-367898000,-0.0002,0.0486,0.011,0.524,12196000,21745000,5697000,102134000,2.49,2.236,0.0,1248150000,1191268000,109098000,134489000,56882000,25391000,105789000,1113661000,27.62,None,4.462,1.513
2025-12-28,TUYA,0.08,319363000.0,27.62,None,0.441,1.633,,16125000,1035551000,1035551000,,,,,,,,,28000,561390691,None,78003000,78003000,19856000,None,None,37277000,None,None,3398000,,0.115,0.0519,,,,2.579,0.0,-73440000,-70042000,0.03,2021-09-30,None,154037000.0,27786000,-70353000,124000,None,None,None,2848000,3326000,51145000,None,None,None,None,4720000,-70477000,-70477000,3326000,None,0.046,,101226000,-73440000,10619000,57352000,None,9137000,None,,,,,1.347,4.215,,,,,,,,0.151,,24178000,2025-11-17,quarterly,0.03,USD,post-market,52003000,-319054000,-0.0002,0.0486,0.011,0.524,12196000,16125000,5096000,144000000,2.49,2.236,0.0,1309264000,1278592000,119923000,141034000,30672000,21111000,105789000,1168230000,27.62,None,4.462,1.513
2025-12-28,TUYA,0.08,319363000.0,27.62,None,0.441,1.633,,18469000,1085037000,1085037000,,,,,,,,,28000,560936196,None,78003000,78003000,31054000,None,None,26790000,None,None,3398000,,0.115,0.0519,,,,2.579,0.0,-73440000,-70042000,0.03,2021-06-30,None,154037000.0,27786000,-70353000,124000,None,None,None,2848000,3326000,51313000,None,None,None,None,869000,-70477000,-70477000,3326000,None,0.046,,101226000,-73440000,6966000,40238000,None,9789000,None,,,,,1.347,4.215,,,,,,,,0.151,,25930000,2025-11-17,quarterly,0.03,USD,post-market,52003000,-271137000,-0.0002,0.0486,0.011,0.524,12196000,18469000,6629000,171112000,2.49,2.236,0.0,1369580000,1341218000,119613000,142230000,28362000,22617000,105789000,1227350000,27.62,None,4.462,1.513
2025-12-28,TUYA,0.08,319363000.0,27.62,None,0.441,1.633,,11437000,1142927000,1142927000,,,,,,,,,28000,536330624,None,78003000,78003000,23620000,None,None,23547000,None,None,3398000,,0.115,0.0519,,,,2.579,0.0,-73440000,-70042000,0.03,2021-03-31,None,154037000.0,27786000,-70353000,124000,None,None,None,2848000,3326000,45026000,None,None,None,None,913000,-70477000,-70477000,3326000,None,0.046,,101226000,-73440000,5477000,28584000,None,None,None,,,,,1.347,4.215,,,,,,,,0.151,,16533000,2025-11-17,quarterly,0.03,USD,post-market,52003000,-233007000,-0.0002,0.0486,0.011,0.524,12196000,11437000,6405000,80358000,2.49,2.236,0.0,1316554000,1297335000,90979000,96912000,19219000,5933000,105789000,1219642000,27.62,None,4.462,1.513
2025-12-28,TUYA,0.08,319363000.0,27.62,None,0.441,1.633,,12014000,158792000,158792000,,,,,,,,,25000,443960000,None,78003000,78003000,23159000,None,None,21790000,None,None,3398000,,0.115,0.0519,,,,2.579,0.0,-73440000,-70042000,0.03,2020-12-31,None,154037000.0,27786000,-70353000,124000,None,None,None,2848000,3326000,42267000,None,None,None,None,920000,-70477000,-70477000,3326000,None,0.046,,101226000,-73440000,27000,31897000,None,None,None,,,,,1.347,4.215,,,,,,,,0.151,,16641000,2025-11-17,quarterly,0.03,USD,post-market,52003000,-192474000,-0.0002,0.0486,0.011,0.524,12196000,12014000,6326000,20976000,2.49,2.236,0.0,267323000,248033000,91928000,98323000,19290000,6395000,105789000,169000000,27.62,None,4.462,1.513
